,no,sticky,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
37,21335310,,12/11/22(Sun)00:23:32,Anonymous,,What&#039;s their best work in the genre?,gainax_trigger,.png,612,390,250,159,1670736212041551,1670736212,/6Qv+UdGXxDWgGKXaHewkA==,250271,0,whats-their-best-work-in-the-genre,4,32,4,27.0,4.0,"[{'no': 21338973, 'now': '12/11/22(Sun)23:50:30', 'name': 'Anonymous', 'com': '<a href=""#p21338197"" class=""quotelink"">&gt;&gt;21338197</a><br>Sorry Anon, you should have come here 10+ years ago when the community was better here.<br><br>But /m/ generally does have better taste than /A/.', 'time': 1670820630, 'resto': 21335310}, {'no': 21339009, 'now': '12/12/22(Mon)00:00:50', 'name': 'Anonymous', 'com': '<a href=""#p21338973"" class=""quotelink"">&gt;&gt;21338973</a><br>Hard not to have better taste than a place that doesn&#039;t exist', 'time': 1670821250, 'resto': 21335310}, {'no': 21339031, 'now': '12/12/22(Mon)00:07:10', 'name': 'Anonymous', 'com': '<a href=""#p21338973"" class=""quotelink"">&gt;&gt;21338973</a><br>How do you think the community got bad in the first place.', 'time': 1670821630, 'resto': 21335310}, {'no': 21339834, 'now': '12/12/22(Mon)03:53:40', 'name': 'Anonymous', 'com': 'trigger: ninja slayer and inferno cop', 'time': 1670835220, 'resto': 21335310}, {'no': 21339847, 'now': '12/12/22(Mon)03:58:44', 'name': 'Anonymous', 'com': '<a href=""#p21335310"" class=""quotelink"">&gt;&gt;21335310</a><br>Gainax: Nadia or EoE if we go for movies.<br>Trigger: They&#039;ve made nothing of value in general, but if I have to choose, KLK.', 'time': 1670835524, 'resto': 21335310}]",1670835524,0.0,0.0,
38,21338649,,12/11/22(Sun)22:25:46,Anonymous,Infantry vs mech games,"I appreciate Left Alive&#039;s concept of showing how intimidating it is to face mechs as infantry, but they obviously really fucked it up.<br>What games do this right, with a heavy focus on it? Aside from games with one-off boss fights, all I can think of are the Titanfall games.<br>I want an Armored Hunter Mellowlink simulator.",Left Alive,.jpg,1280,720,250,140,1670815546117291,1670815546,3SwcDyi6zamQbyE/xmtEaQ==,110398,0,infantry-vs-mech-games,4,17,3,12.0,3.0,"[{'no': 21339557, 'now': '12/12/22(Mon)02:41:34', 'name': 'Anonymous', 'com': '<a href=""#p21339331"" class=""quotelink"">&gt;&gt;21339331</a><br><span class=""quote"">&gt;I&#039;m pretty sure they hated it because it was shit</span><br>They were losing their shit before it was even out. I&#039;m not saying it&#039;s a good game, it&#039;s not, kind of okay if you can get it like really cheap, but even the announcement was a shit show.', 'time': 1670830894, 'resto': 21338649}, {'no': 21339789, 'now': '12/12/22(Mon)03:40:59', 'name': 'Anonymous', 'com': '<a href=""#p21338821"" class=""quotelink"">&gt;&gt;21338821</a><br>video<br>https://www.youtube.com/watch?v=AM8<wbr>9ARzAASM<br>post explaining the video by the devs<br>https://store.steampowered.com/news<wbr>/app/903930/view/341994686257025923<wbr>5<br><br>They&#039;ve been working on it and posting stuff once in a while of their struggles and progress. It&#039;s neat and I hope they succeed in making another really fun and satisfying game. Also you can play infantry now iirc it was added in one of the free updates-- either that or you might have to turn easter eggs on. Have fun getting oneshot though lel', 'time': 1670834459, 'resto': 21338649}, {'no': 21339811, 'now': '12/12/22(Mon)03:47:36', 'name': 'Anonymous', 'com': '<a href=""#p21339557"" class=""quotelink"">&gt;&gt;21339557</a><br><span class=""quote"">&gt;before it was even out</span><br>because the trailers made it look like walmart mgs5', 'time': 1670834856, 'resto': 21338649}, {'no': 21339819, 'now': '12/12/22(Mon)03:51:00', 'name': 'Anonymous', 'com': '<a href=""#p21338649"" class=""quotelink"">&gt;&gt;21338649</a><br>VOTOMS on PS2 for some missions where the you play only as infantry Chirico', 'time': 1670835060, 'resto': 21338649}, {'no': 21339827, 'now': '12/12/22(Mon)03:52:09', 'name': 'Anonymous', 'com': '<a href=""#p21338649"" class=""quotelink"">&gt;&gt;21338649</a><br>Front Mission <s>Evolved :DDDDD</s>', 'time': 1670835129, 'resto': 21338649}]",1670835129,0.0,0.0,
39,21336763,,12/11/22(Sun)11:49:17,Anonymous,,"Where the fuck is it ? Did Jordan just stealthily abandoned the project like Metal Gear? No real information for more than a year.<br>It likely will be bad as Jordan view on Gundam is pretty basic, but i&#039;m still curious.<br><br>I wonder if Netflix just publish it or if they will have a direct hand on it with Legendary and Sunrise...",FDz30FuVcAU9z1F,.jpg,2048,912,250,111,1670777357630699,1670777357,x7KJI7RzsTXsgb/mPOGSnw==,310446,0,where-the-fuck-is-it-did-jordan-just-stealthily,4,30,3,25.0,2.0,"[{'no': 21339183, 'now': '12/12/22(Mon)00:59:45', 'name': 'Anonymous', 'com': '<a href=""#p21338609"" class=""quotelink"">&gt;&gt;21338609</a><br>What about this?', 'filename': 'Swedish Gundam', 'ext': '.jpg', 'w': 900, 'h': 1200, 'tn_w': 93, 'tn_h': 125, 'tim': 1670824785810346, 'time': 1670824785, 'md5': 'cknOfvFxexOAtSx0Al+E7w==', 'fsize': 239889, 'resto': 21336763}, {'no': 21339697, 'now': '12/12/22(Mon)03:12:43', 'name': 'Anonymous', 'com': '<a href=""#p21337854"" class=""quotelink"">&gt;&gt;21337854</a><br>They already been here.', 'time': 1670832763, 'resto': 21336763}, {'no': 21339775, 'now': '12/12/22(Mon)03:37:59', 'name': 'Anonymous', 'com': '<a href=""#p21336790"" class=""quotelink"">&gt;&gt;21336790</a><br><span class=""quote"">&gt;IIRC yes, publishing only. So marginally less poz than if it were a Netflix original, but still more than if it were an anime adaptation.</span><br>No. Netflix is providing part of the budget too. This has been mentioned in interviews. The issue is Netflix as a company has been suffering layoffs and their subscribers fell. They aren&#039;t #1 in streaming anymore. So it means that the budget will need to be re-assessed and the movie delayed until they figure out how to finance more money.<br>Also, with how badly love action Cowboy Bebop performed, Sunrise could be concerned about love action Gundam too.', 'time': 1670834279, 'resto': 21336763}, {'no': 21339796, 'now': '12/12/22(Mon)03:43:35', 'name': 'Anonymous', 'com': '<a href=""#p21336763"" class=""quotelink"">&gt;&gt;21336763</a><br>Jordan Vogt-Roberts was accused of sexually assaulting an adult film star. Supposedly she claims Jordan was directing and he was talking about how lonely he was. She reported rejected his advances, but he got upset and forced himself on her.', 'time': 1670834615, 'resto': 21336763}, {'no': 21340005, 'now': '12/12/22(Mon)05:14:12', 'name': 'Anonymous', 'com': '<a href=""#p21339796"" class=""quotelink"">&gt;&gt;21339796</a><br>No fucking way, source?', 'time': 1670840052, 'resto': 21336763}]",1670840052,0.0,0.0,
40,21333100,,12/10/22(Sat)10:01:34,Anonymous,Carnage Heart,"I don&#039;t see this series talked about often, who else plays? Post your OKE programs and builds. <br><br>I&#039;ve found once you get a good program running and can start fielding it easily becomes a really relaxing experience. Only played the original but interested in trying out EZ.",bfab1b96394fb769fbd187ca19120803,.jpg,1200,972,250,202,1670684494678098,1670684494,sbVy8vZ7464FypJi7Qh5pA==,203414,0,carnage-heart,4,16,6,11.0,6.0,"[{'no': 21337890, 'now': '12/11/22(Sun)18:25:37', 'name': 'Anonymous', 'com': '<a href=""#p21333100"" class=""quotelink"">&gt;&gt;21333100</a><br><a href=""#p21333310"" class=""quotelink"">&gt;&gt;21333310</a><br>woah these are some baller designs', 'time': 1670801137, 'resto': 21333100}, {'no': 21338212, 'now': '12/11/22(Sun)20:21:18', 'name': 'Anonymous', 'com': '<a href=""#p21333100"" class=""quotelink"">&gt;&gt;21333100</a><br><span class=""quote"">&gt;Carnage Heart</span><br>Based<br>Thread theme:<br>https://www.youtube.com/watch?v=Pm1<wbr>UfN9zBgc', 'time': 1670808078, 'resto': 21333100}, {'no': 21338263, 'now': '12/11/22(Sun)20:42:07', 'name': 'Anonymous', 'com': '<a href=""#p21338212"" class=""quotelink"">&gt;&gt;21338212</a><br>Based as fuck taste in selection, anon.', 'time': 1670809327, 'resto': 21333100}, {'no': 21339491, 'now': '12/12/22(Mon)02:25:15', 'name': 'Anonymous', 'com': '<a href=""#p21333437"" class=""quotelink"">&gt;&gt;21333437</a><br>I am using lasers with a GL Oscillator and 4-Missile Pod at the moment. The programming aspect is definitely the hardest aspect of this game, interestingly it&#039;s the first hurdle you need to get through, and I feel like you&#039;re best actually jumping into a campaign to really see how it performs and what you can do to improve your program, even if the game kicks your ass. I know this involves starting from scratch, but I think all your test options become a bit limited by comparison. It helps to see what processes get stuck in loops during the test mode though.', 'time': 1670829915, 'resto': 21333100}, {'no': 21339795, 'now': '12/12/22(Mon)03:43:34', 'name': 'Anonymous', 'com': '<a href=""#p21337494"" class=""quotelink"">&gt;&gt;21337494</a><br>Most likely even your phone can run the PSP emulation for it<br>Latest game is good to start from due to it having the most QoL improvements that should&#039;ve been there since the first games', 'time': 1670834614, 'resto': 21333100}]",1670834614,0.0,0.0,
41,21323574,,12/06/22(Tue)21:36:03,Copy X,/m/ plays Gihren&#039;s Greed: [Bright] campaign chapter III (/m/sv campaign part 2) ),"<span class=""quote"">&gt;Previous Thread:</span><br><a href=""/m/thread/21299642#p21299642"" class=""quotelink"">&gt;&gt;21299642</a><br><br>(This is a modded campaign using Gihrens Greed: Menace of Axis V as a base. The content included in this campaign is not within the base game)<br><br>Previous campaigns:<br>https://bin.snopyta.org/?d184b75284<wbr>56ea48#Ds4a6RqNCXaA4smy2Yg71jRH5Yuz<wbr>okS4EqADmrT7nYNF<br><br>Password is gas4llspacen0ids to access page.<br><br>(Current campaign is the an extension of Season 3. All threads found are connected to this ongoing game)",MSVEP2,.png,464,757,153,250,1670380563447658,1670380563,i2aNdnL433kPMoSnomn83Q==,399196,0,m-plays-gihrens-greed-bright-campaign-chapter-iii,4,123,24,118.0,24.0,"[{'no': 21339032, 'now': '12/12/22(Mon)00:07:23', 'name': 'Copy X', 'com': '<a href=""#p21338894"" class=""quotelink"">&gt;&gt;21338894</a><br><br>Taking hold of one of the pieces of metal, the figure swings it against the reinforced glass, causing it to begin cracking from the sheer impact.<br><br><span class=""quote"">&gt;Graverobber: S-shit man! You got plenty of meat in the pit already! </span><br><br>Stilling focusing on Leina, its clicks turn into human-like moans before its covered body is shocked as a bell is sounded in the arena. Falling back towards the arena, the figure continues to claw towards Leina, before being rendered unconscious from his fall. <br><br><span class=""quote"">&gt;Graverobber: Guess he was looking for some tasty, fresh meat. Who knows? Maybe nobody will want to buy you, and he will have something fun to play with in the pit. Huh? You listening?! </span><br><br>Grabbing Leina by her hair, the Graverobber lets out an amused cackle as she whimpers from the sensation of sickness filling her body. Forcing the girl to her feet, the Graverobber drags her into her cell, where she and the other men and women deemed of a higher worth are kept and examined until they are ready to be sold off. Laying on the small bed left for her in the cell, Leina tries to calm herself down as she feels a wellspring of tears beginning to form from another day of humiliation and examinations. Meanwhile, Jamaican is dragged out of the arena, with one of his arms now rendered completely non-functional from his third bout in the vicious pit. <br><br><span class=""quote"">&gt;Greasy man:-Just make sure our special clients are not impeded from coming here! I don&#039;t give a damn if these Zeon&#039;s came with a whole fleet, we have a set appointment! Of all the places for them to attack, it had to be the Side 1 sector...damn it!</span>', 'time': 1670821643, 'resto': 21323574}, {'no': 21339255, 'now': '12/12/22(Mon)01:17:21', 'name': 'Anonymous', 'com': '<a href=""#p21338733"" class=""quotelink"">&gt;&gt;21338733</a><br>Huh, looks like this choice was pretty impactful for Zeon&#039;s character development. I&#039;m glad we managed to turn Zeon into a great leader.<br><br><a href=""#p21338886"" class=""quotelink"">&gt;&gt;21338886</a><br>You could always just relish his suffering. The bastard always makes it out alive but he&#039;s certainly not enjoying it at all.<br><br><a href=""#p21339032"" class=""quotelink"">&gt;&gt;21339032</a><br>Poor Leina will likely be killed or brainwashed into a cyber newtype if Shin Zeon attacks the place. I hope Judau and Haman make it in time to save her somehow.', 'time': 1670825841, 'resto': 21323574}, {'no': 21339358, 'now': '12/12/22(Mon)01:45:23', 'name': 'Anonymous', 'com': 'So what does Zeon sound like? I can think of a few possibilities, but I don&#039;t really know what works best.', 'time': 1670827523, 'resto': 21323574}, {'no': 21339440, 'now': '12/12/22(Mon)02:09:53', 'name': 'Anonymous', 'com': '<a href=""#p21338665"" class=""quotelink"">&gt;&gt;21338665</a><br>Why the password? I don&#039;t feel that it adds value.', 'time': 1670828993, 'resto': 21323574}, {'no': 21339793, 'now': '12/12/22(Mon)03:43:03', 'name': 'Anonymous', 'com': '<a href=""#p21339358"" class=""quotelink"">&gt;&gt;21339358</a><br>LoGH&#039;s Oberstein.', 'time': 1670834583, 'resto': 21323574}]",1670834583,0.0,0.0,
42,21265149,,11/07/22(Mon)17:43:34,Anonymous,/otg/ Obake Toku General: It&#039;s Not My Fault We Missed Halloween Edition,"Previous: <span class=""deadlink"">&gt;&gt;21202629</span><br><br>-Check out nyaa/anidex, KRDL and the pastebin before posting requests.<br>-If only posting an image, pop the name/title/source/whatever in the filename or post.<br>-If you find yourself asking &quot;Is it /otg/?&quot;, it probably is.<br><br><span class=""quote"">&gt;Metal Hero, Garo and Misc toku DDL</span><br>https://krdl.moe/<br><span class=""quote"">&gt;Rare Tokusatsu Blog</span><br>https://raretokusatsu.wordpress.com<wbr>/<br><span class=""quote"">&gt;Stuff archived from Hi no Tori Subs (See the paste for Mitsurugi and Andro Melos, KRDL for Wecker and Bereke Scrubs for remastered Tekkouki Mikazuki)</span><br>https://mega.nz/folder/NcdHFKTK#0gX<wbr>tUdyzcH6Nnku2rudCvg<br><span class=""quote"">&gt;Other links of interest</span><br>https://pastebin.com/iSZb179N",C1zo6QKVQAEZEju,.jpg,988,607,250,153,1667861014429348,1667861014,LM+UZKennEzs8qWMiUocaw==,203048,0,otg-obake-toku-general-its-not-my-fault-we-missed,4,288,69,283.0,65.0,"[{'no': 21335924, 'now': '12/11/22(Sun)05:10:37', 'name': 'Anonymous', 'com': '<a href=""#p21333255"" class=""quotelink"">&gt;&gt;21333255</a><br>no u bitch', 'filename': 'roflmao', 'ext': '.gif', 'w': 346, 'h': 261, 'tn_w': 125, 'tn_h': 94, 'tim': 1670753437934926, 'time': 1670753437, 'md5': 'xXeON0hbEMaRXW+xzRqB1Q==', 'fsize': 1564691, 'resto': 21265149}, {'no': 21337420, 'now': '12/11/22(Sun)15:42:46', 'name': 'Anonymous', 'com': 'Ok but despite the weird tone shift for muh toy sales Blue SWAT is honestly pretty fun on the whole', 'filename': 'unknown', 'ext': '.png', 'w': 634, 'h': 474, 'tn_w': 125, 'tn_h': 93, 'tim': 1670791366777575, 'time': 1670791366, 'md5': 'meka9egy7DQq+BrJgjJa1A==', 'fsize': 345196, 'resto': 21265149}, {'no': 21338753, 'now': '12/11/22(Sun)22:48:05', 'name': 'Anonymous', 'com': '1996 Filipino kids&#039; fantasy adventure movie called Magic Temple,<br>it has like plenty of SFX &amp; some monster suits so it arguably counts as toku.<br>https://archive.org/details/magicte<wbr>mple1996', 'time': 1670816885, 'resto': 21265149}, {'no': 21339665, 'now': '12/12/22(Mon)03:05:22', 'name': 'Anonymous', 'com': 'Ichiro Mizuki (RIP) sang a lot of old tokus too that aren&#039;t Rider/Sentai/Ultra. This is my fave.', 'filename': 'MV5BMTEwZTkwNWEtOTQ5NS00YjgzLTkyNDAtYWE4MTVkMzliYmQ5XkEyXkFqcGdeQXVyNDEyNTY0MTI@._V1_', 'ext': '.jpg', 'w': 1057, 'h': 795, 'tn_w': 125, 'tn_h': 94, 'tim': 1670832322616264, 'time': 1670832322, 'md5': '3RnS+0qJhmhab0jKaqKWzQ==', 'fsize': 44028, 'resto': 21265149}, {'no': 21339784, 'now': '12/12/22(Mon)03:40:43', 'name': 'Anonymous', 'com': 'RIP<br><br>Post your favorite Ichiro Mizuki /otg/ songs', 'filename': '0001219438LL', 'ext': '.jpg', 'w': 300, 'h': 427, 'tn_w': 87, 'tn_h': 125, 'tim': 1670834443921573, 'time': 1670834443, 'md5': '59uxVlA1vw1JIVyBDvq08w==', 'fsize': 32698, 'resto': 21265149}]",1670834443,0.0,0.0,
43,21317578,,12/03/22(Sat)22:41:38,Anonymous,,This is shadiqs main squeeze??,317627646_875652620147862_7454061324913452951_n,.jpg,1638,2048,199,250,1670125298848878,1670125298,LbhDrIRGRnDgRnIlto1rFA==,115602,0,this-is-shadiqs-main-squeeze,4,60,13,55.0,11.0,"[{'no': 21336243, 'now': '12/11/22(Sun)08:33:53', 'name': 'Anonymous', 'com': '<a href=""#p21336222"" class=""quotelink"">&gt;&gt;21336222</a><br>He was an animator', 'time': 1670765633, 'resto': 21317578}, {'no': 21336435, 'now': '12/11/22(Sun)09:47:17', 'name': 'Anonymous', 'com': '<a href=""#p21336243"" class=""quotelink"">&gt;&gt;21336243</a><br><br>Wasn&#039;t he primarly a storyboard artist, and not an animator?', 'time': 1670770037, 'resto': 21317578}, {'no': 21336664, 'now': '12/11/22(Sun)11:08:16', 'name': 'Anonymous', 'com': 'She&#039;s more popular with the ladies than Shadiq.', 'filename': '1670447183204491', 'ext': '.png', 'w': 1451, 'h': 2048, 'tn_w': 88, 'tn_h': 125, 'tim': 1670774896686697, 'time': 1670774896, 'md5': '2M1+JZZBFa1chnUMTAyggA==', 'fsize': 2765673, 'resto': 21317578}, {'no': 21339735, 'now': '12/12/22(Mon)03:25:22', 'name': 'Anonymous', 'com': '<a href=""#p21336664"" class=""quotelink"">&gt;&gt;21336664</a><br>Doujin name?', 'time': 1670833522, 'resto': 21317578}, {'no': 21339757, 'now': '12/12/22(Mon)03:32:20', 'name': 'Anonymous', 'com': 'Shaddiq just wanted company', 'filename': '20221212_105809', 'ext': '.jpg', 'w': 720, 'h': 1944, 'tn_w': 46, 'tn_h': 125, 'tim': 1670833940378781, 'time': 1670833940, 'md5': 'QLwYd4TqEAzM6TegEoXXgg==', 'fsize': 726673, 'resto': 21317578}]",1670833940,0.0,0.0,
44,21335234,,12/11/22(Sun)00:00:02,Anonymous,YUUSHA THREAD,"Previous thread: <a href=""/m/thread/21265214#p21265214"" class=""quotelink"">&gt;&gt;21265214</a><br><br>The other Brave Saga<br><br>Previous and current news:<br><span class=""quote"">&gt;Might Gaine HD Blu-ray/DVD slated for January 2023</span><br><span class=""quote"">&gt;GaoGaiGar and FINAL licensed for overseas distribution by Discotek, coming Winter 2023 (includes Blockade Numbers and Pachislot clips)</span><br><span class=""quote"">&gt;Hakaiou manga ongoing (Conqueror&#039;s Thralls arc begins)</span><br><span class=""quote"">&gt;Super Robot Wars 30 now released, includes J-Decker and Hakaiou (Expansion Pack may not include Yuusha, but includes Shinkalion; RIP Shinkalion thread)</span><br><span class=""quote"">&gt;RG GaoGaiGar, GoldyMarg out now (GoldyMarg is P-Bandai, for the most part)</span><br><span class=""quote"">&gt;SMP Might Gaine out now, Hiryu and Black Might Gaine slated for March 2023</span><br><span class=""quote"">&gt;SMP Alternative Destiny King Exkizer, P-Bandai Dragon Jet and Super Movable Frame out now</span><br><span class=""quote"">&gt;Upcoming Koto kits: Dino Geist, Great Fighbird, Da-Garn &amp; GX Parts, Pegasus Saber, Land Bison, Seven Changer, Baan Gaan (still no word on further development even after Hobby Show)</span><br><span class=""quote"">&gt;THE GATTAI Might Gaine, Might Kaiser, Might Gunner, AND Seven Changer all currently in development, no updates so far</span><br><span class=""quote"">&gt;Pose+ Star GaoGaiGar Set slated for May (Stealth Gao II and GoldyMarg are one set, compatible with separate LED Tool Set including Gatling Driver and Key to Victory, also purchaseable as one set), ChoRyuJin in prototype stage</span><br><span class=""quote"">&gt;Soul of Chogokin ChoRyuJin, Dimension Pliers, GaoFighGar, Repli-GaoGaiGar, King Exkaiser, Chogokin Evoluder Guy prototypes unveiled, currently in development</span><br><span class=""quote"">&gt;P-Bandai Gao Brace Complete Edition slated for March 2023, all possible functions replicatable (including Will Knife)</span><br><span class=""quote"">&gt;Evolution Toy Fighbird and Granbird currently in development, can form Great Fighbird</span><br><span class=""quote"">&gt;20th OP/ED DX Bravest Box Collection out now, includes Baan Gaan opening</span><br><span class=""quote"">&gt;Obarism: Masami Obari artbook out now</span><br>Let your Brave spirit burn!",gunber and partners,.jpg,495,500,247,250,1670734802189661,1670734802,O6Mo++kO4bWduODNqtkDlg==,63076,0,yuusha-thread,4,10,3,5.0,2.0,"[{'no': 21338841, 'now': '12/11/22(Sun)23:13:37', 'name': 'Anonymous', 'com': '<a href=""#p21337650"" class=""quotelink"">&gt;&gt;21337650</a><br>i have a feeling they will, GGG is one of their top selling pre orders rn', 'time': 1670818417, 'resto': 21335234}, {'no': 21338853, 'now': '12/11/22(Sun)23:16:27', 'name': 'Anonymous', 'com': 'https://twitter.com/yonetanikantoku<wbr>/status/1601789431710887936', 'time': 1670818587, 'resto': 21335234}, {'no': 21338986, 'now': '12/11/22(Sun)23:54:21', 'name': 'Anonymous', 'com': '<a href=""#p21337650"" class=""quotelink"">&gt;&gt;21337650</a><br><span class=""quote"">&gt;And people wonder why I bother to download shows I like even if they&#039;re up on YouTube.</span><br><br>I do the same, I have so many videos that just don&#039;t exist on Youtube anymore.', 'time': 1670820861, 'resto': 21335234}, {'no': 21339019, 'now': '12/12/22(Mon)00:04:42', 'name': 'Anonymous', 'com': '<a href=""#p21338841"" class=""quotelink"">&gt;&gt;21338841</a><br>GGG&#039;s top selling ranks on Rightstuf before it fell off.', 'filename': 'Top 10 Sellers', 'ext': '.jpg', 'w': 3712, 'h': 2352, 'tn_w': 125, 'tn_h': 79, 'tim': 1670821482914827, 'time': 1670821482, 'md5': 'WV6HxwlXgd39VnOl+B+KBA==', 'fsize': 1700890, 'resto': 21335234}, {'no': 21339728, 'now': '12/12/22(Mon)03:21:14', 'name': 'Anonymous', 'com': 'https://www.youtube.com/watch?v=9yC<wbr>72dcxm6w', 'time': 1670833274, 'resto': 21335234}]",1670833274,0.0,0.0,
45,21316671,,12/03/22(Sat)16:00:40,Anonymous,Digimon Thread,"Episode 54, &quot;Second Sight&quot;, airs in 3 hours&#039; time.<br><br>Here&#039;s the preview for <s>clairvoyant Hiro</s>: https://www.youtube.com/watch?v=d0Q<wbr>GmsTklZ8<br><br>We also have the title for episode 55: https://thetv.jp/program/0001005616<wbr>/56/<br><br><s>化ケ猫, &quot;Ghost Cat&quot;</s>",FiZ8ZgiVEAAr-lS[2],.jpg,1280,720,250,140,1670101240862059,1670101240,g7o6A8yGkUZ1L/ZthHQ9sw==,127486,0,digimon-thread,4,120,42,115.0,39.0,"[{'no': 21335327, 'now': '12/11/22(Sun)00:32:45', 'name': 'Anonymous', 'com': '<a href=""#p21333671"" class=""quotelink"">&gt;&gt;21333671</a><br>Ended up being Nabatame Hitomi', 'filename': 'Nabatame Hitomi', 'ext': '.jpg', 'w': 2048, 'h': 1096, 'tn_w': 125, 'tn_h': 66, 'tim': 1670736765994959, 'time': 1670736765, 'md5': 'R1YEeSFnPzFdYugGAQTQMw==', 'fsize': 775672, 'resto': 21316671}, {'no': 21335557, 'now': '12/11/22(Sun)02:08:23', 'name': 'Anonymous', 'com': '<a href=""#p21335327"" class=""quotelink"">&gt;&gt;21335327</a><br><br>I keep hoping for a Yukari Tamura surprise on one of these one-offs', 'time': 1670742503, 'resto': 21316671}, {'no': 21337045, 'now': '12/11/22(Sun)13:21:56', 'name': 'Anonymous', 'com': '<a href=""#p21335159"" class=""quotelink"">&gt;&gt;21335159</a><br><s>Repurposed Tenga</s>', 'time': 1670782916, 'resto': 21316671}, {'no': 21338146, 'now': '12/11/22(Sun)19:57:22', 'name': 'Anonymous', 'filename': '55 Lamortmon', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670806642944459, 'time': 1670806642, 'md5': 'I+hMDDtOgxysI1LtTThMWA==', 'fsize': 156074, 'resto': 21316671}, {'no': 21339636, 'now': '12/12/22(Mon)02:58:53', 'name': 'Anonymous', 'filename': 'Bastemon', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670831933369400, 'time': 1670831933, 'md5': 'FNvbH5WRuc+Igp9QYPKUlg==', 'fsize': 103421, 'resto': 21316671}]",1670831933,0.0,0.0,
46,21230699,,10/24/22(Mon)03:52:57,Anonymous,,"So this month was Mazinger Z&#039;s 50th anniversary, yet I didn&#039;t notice any kind of celebration. What gives?",1569571690152,.jpg,762,1100,173,250,1666597977254062,1666597977,8mbqEGvEFmpOZbG3mwUwmQ==,165807,0,so-this-month-was-mazinger-zs-50th-anniversary,4,257,112,252.0,110.0,"[{'no': 21339189, 'now': '12/12/22(Mon)01:01:26', 'name': 'Anonymous', 'com': 'https://www.oricon.co.jp/news/22602<wbr>88/full/<br>Rest in peace Ichiro Mizuki', 'time': 1670824886, 'resto': 21230699}, {'no': 21339205, 'now': '12/12/22(Mon)01:04:39', 'name': 'Anonymous', 'com': '<a href=""#p21339189"" class=""quotelink"">&gt;&gt;21339189</a><br>I was not ready for this. He was supposed to get better.', 'filename': 'MazinKaiser.08.MazinKaiser.Contro.Il.Generale.Nero!!.1080p.AC3.Ita.Ita.Jap.Sub.Ita.[Rady].mkv_snapshot_53.18_[2022.12.12_01.03.45]', 'ext': '.jpg', 'w': 1872, 'h': 1068, 'tn_w': 125, 'tn_h': 71, 'tim': 1670825079874557, 'time': 1670825079, 'md5': 'fvFTMyB/7QinJ/j093g0Wg==', 'fsize': 120765, 'resto': 21230699}, {'no': 21339353, 'now': '12/12/22(Mon)01:43:24', 'name': 'Anonymous', 'com': '<a href=""#p21338590"" class=""quotelink"">&gt;&gt;21338590</a><br><span class=""quote"">&gt;parts of mario behind them</span><br>you don&#039;t fuck with original gangstas', 'time': 1670827404, 'resto': 21230699}, {'no': 21339570, 'now': '12/12/22(Mon)02:44:54', 'name': 'Anonymous', 'com': '<a href=""#p21339205"" class=""quotelink"">&gt;&gt;21339205</a><br>And passed away on Mazinger&#039;s 50th anniversary year too.', 'time': 1670831094, 'resto': 21230699}, {'no': 21339583, 'now': '12/12/22(Mon)02:47:02', 'name': 'Anonymous', 'filename': 'media_FjwYXb3UAAAIO17', 'ext': '.jpg', 'w': 1280, 'h': 1280, 'tn_w': 125, 'tn_h': 125, 'tim': 1670831222599817, 'time': 1670831222, 'md5': '0Xgbe6/OAnqExBHxJllkUQ==', 'fsize': 178100, 'resto': 21230699}]",1670831222,0.0,0.0,
