,no,sticky,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,sticky_cap,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
40,21323574,,12/06/22(Tue)21:36:03,Copy X,/m/ plays Gihren&#039;s Greed: [Bright] campaign chapter III (/m/sv campaign part 2) ),"<span class=""quote"">&gt;Previous Thread:</span><br><a href=""/m/thread/21299642#p21299642"" class=""quotelink"">&gt;&gt;21299642</a><br><br>(This is a modded campaign using Gihrens Greed: Menace of Axis V as a base. The content included in this campaign is not within the base game)<br><br>Previous campaigns:<br>https://bin.snopyta.org/?d184b75284<wbr>56ea48#Ds4a6RqNCXaA4smy2Yg71jRH5Yuz<wbr>okS4EqADmrT7nYNF<br><br>Password is gas4llspacen0ids to access page.<br><br>(Current campaign is the an extension of Season 3. All threads found are connected to this ongoing game)",MSVEP2,.png,464,757,153,250,1670380563447658,1670380563,i2aNdnL433kPMoSnomn83Q==,399196,0,m-plays-gihrens-greed-bright-campaign-chapter-iii,,4,71,16,66.0,15.0,"[{'no': 21332465, 'now': '12/10/22(Sat)01:50:03', 'name': 'Anonymous', 'com': '<a href=""#p21332430"" class=""quotelink"">&gt;&gt;21332430</a><br>Is that meant to be an insult? since Char even at E rank is like in the tope 4th of all pilots already.', 'time': 1670655003, 'resto': 21323574}, {'no': 21332475, 'now': '12/10/22(Sat)01:54:45', 'name': 'Anonymous', 'com': '<a href=""#p21332430"" class=""quotelink"">&gt;&gt;21332430</a><br><span class=""quote"">&gt;E rank Char at B</span><br><span class=""quote"">&gt;S rank might equal C rank Char</span><br>This is a valuable Ace.', 'time': 1670655285, 'resto': 21323574}, {'no': 21332487, 'now': '12/10/22(Sat)02:01:41', 'name': 'Anonymous', 'com': '<a href=""#p21332414"" class=""quotelink"">&gt;&gt;21332414</a><br>You have convinced me, I like this Richard more than that.', 'time': 1670655701, 'resto': 21323574}, {'no': 21332534, 'now': '12/10/22(Sat)02:26:41', 'name': 'Anonymous', 'com': 'I&#039;m escaping because I don&#039;t like these odds but I&#039;ll get bragging rights if we overestimate a cool new character', 'time': 1670657201, 'resto': 21323574}, {'no': 21332560, 'now': '12/10/22(Sat)02:43:09', 'name': 'Anonymous', 'com': '<a href=""#p21332430"" class=""quotelink"">&gt;&gt;21332430</a><br>oh oh let me join in on the shit talking!<br><br>geez your right, maybe we should go and get char hired then because he&#039;d be SO much better- OH WAIT A MOMENT.<br><br>oh well, Kamille is pretty good too so lets get him-OH YEAH THATS RIGHT.<br><br>Like Nigga you have any idea that we&#039;ve churned and digested like over half of the cast in this game? we kinda gotta grab half decent people when we can.', 'filename': 'cultured people don&#039;t resort to violence', 'ext': '.png', 'w': 720, 'h': 480, 'tn_w': 125, 'tn_h': 83, 'tim': 1670658189945597, 'time': 1670658189, 'md5': 'AbAwjoTi3CAG46TB3eTBtQ==', 'fsize': 318373, 'resto': 21323574}]",1670658189,0.0,0.0,
41,21314171,,12/02/22(Fri)04:24:34,Anonymous,Metal Armor Dragonar,motherfuckers <br>https://www.youtube.com/watch?v=5eQ<wbr>3fiuvz78<br>https://www.youtube.com/watch?v=5eQ<wbr>3fiuvz78<br>https://www.youtube.com/watch?v=5eQ<wbr>3fiuvz78,Dragonar,.webm,1280,720,250,140,1669973074759375,1669973074,vdJGyuUqA2sfEBOEsBk6FA==,664893,0,metal-armor-dragonar,,4,30,18,25.0,18.0,"[{'no': 21331213, 'now': '12/09/22(Fri)18:46:03', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Page 10</span>', 'time': 1670629563, 'resto': 21314171}, {'no': 21331263, 'now': '12/09/22(Fri)19:02:26', 'name': 'starseeker', 'com': '<a href=""#p21314404"" class=""quotelink"">&gt;&gt;21314404</a><br>Early episodes turned out to need a lot more translation fixed than anticipated, so going slowly.', 'time': 1670630546, 'resto': 21314171, 'trip': '!v9yXn2Ru0o'}, {'no': 21331314, 'now': '12/09/22(Fri)19:13:32', 'name': 'Anonymous', 'com': '<a href=""#p21322753"" class=""quotelink"">&gt;&gt;21322753</a><br>my goodness does that look clean', 'time': 1670631212, 'resto': 21314171}, {'no': 21331324, 'now': '12/09/22(Fri)19:15:21', 'name': 'Anonymous', 'com': 'Why hasn&#039;t there been a sequel to Dragonar? It&#039;s pretty popular amongst mecha Fandom to be in SRW and Another Century&#039;s Episodes.', 'time': 1670631321, 'resto': 21314171}, {'no': 21332558, 'now': '12/10/22(Sat)02:42:57', 'name': 'Anonymous', 'com': 'The Making of<br>https://www.youtube.com/watch?v=KFN<wbr>La1084Do', 'time': 1670658177, 'resto': 21314171}]",1670658177,0.0,0.0,
42,21160256,,09/26/22(Mon)11:50:33,Anonymous,Battletech/Mechwarrior thread of ilClans,"Because the tukayid thread lasted for too long.<br><span class=""deadlink"">&gt;&gt;20865682</span>",20110410,.jpg,1168,808,250,172,1664207433748902,1664207433,3WQF5zPd3xITd5obshPU6g==,122357,0,battletechmechwarrior-thread-of-ilclans,,4,310,108,305.0,105.0,"[{'no': 21327220, 'now': '12/08/22(Thu)19:12:44', 'name': 'Anonymous', 'com': '<a href=""#p21327124"" class=""quotelink"">&gt;&gt;21327124</a><br>No. But you might have to change the version to 1.1.315 in the betas tab on steam in order for it to work. Depending on the mods.', 'time': 1670544764, 'resto': 21160256}, {'no': 21328801, 'now': '12/09/22(Fri)02:01:45', 'name': 'Anonymous', 'com': '<a href=""#p21312476"" class=""quotelink"">&gt;&gt;21312476</a><br><span class=""quote"">&gt;Battletech</span><br><span class=""quote"">&gt;good</span>', 'time': 1670569305, 'resto': 21160256}, {'no': 21332459, 'now': '12/10/22(Sat)01:46:59', 'name': 'Anonymous', 'com': 'What does the ideal Mechwarrior look like?', 'filename': 'a67e2d982795dd8991757f9c7929b31b', 'ext': '.jpg', 'w': 719, 'h': 1111, 'tn_w': 80, 'tn_h': 125, 'tim': 1670654819054272, 'time': 1670654819, 'md5': 'u9vM+g2JAnItTMD5VpUN7A==', 'fsize': 111065, 'resto': 21160256}, {'no': 21332539, 'now': '12/10/22(Sat)02:30:10', 'name': 'Anonymous', 'com': '<a href=""#p21332459"" class=""quotelink"">&gt;&gt;21332459</a>', 'filename': '1662947272353', 'ext': '.jpg', 'w': 770, 'h': 1024, 'tn_w': 93, 'tn_h': 125, 'tim': 1670657410071966, 'time': 1670657410, 'md5': 'mxrzLpKhKx/kPluSxYYpVA==', 'fsize': 100789, 'resto': 21160256}, {'no': 21332637, 'now': '12/10/22(Sat)03:23:51', 'name': 'Anonymous', 'com': '<a href=""#p21332459"" class=""quotelink"">&gt;&gt;21332459</a><br>I like to think that the best mechwarriors would like group B drivers', 'filename': 'Timo Salonen', 'ext': '.jpg', 'w': 1080, 'h': 1593, 'tn_w': 84, 'tn_h': 125, 'tim': 1670660631428006, 'time': 1670660631, 'md5': 'KlLuxG51Lc/G2VhWKYcbjw==', 'fsize': 583485, 'resto': 21160256}]",1670660631,1.0,0.0,
43,21238609,,10/27/22(Thu)08:46:34,Anonymous,/gunevo/ - Gundam Evolution #7,"Previous thread:<br><span class=""deadlink"">&gt;&gt;21202489</span><br><br><span class=""quote"">&gt;Sep 21 - Nov 29 - Season 1 (PC only)</span><br><span class=""quote"">&gt;Oct 26 - Dec 12 - G-Witch broadcast event</span><br><span class=""quote"">&gt;Nov 17 - S2 announcement</span><br><span class=""quote"">&gt;Nov 29 - S2 launch</span><br><span class=""quote"">&gt;Nov 30 - Dec 1 - Console release</span><br><span class=""quote"">&gt;Feb 2023 - S3</span><br><br>https://store.steampowered.com/app/<wbr>1816670/GUNDAM_EVOLUTION/<br>https://www.xbox.com/en-US/games/gu<wbr>ndam-evolution<br>https://gundamevolution.jp/<br>https://nitter.nl/gundamevolution<br><br><span class=""quote"">&gt;Japanese Twitter, frequent issue updates:</span><br>https://nitter.nl/GUNDAMEVO_JP<br><br><span class=""quote"">&gt;Stamps collection (Including animated ones), courtesy of </span><a href=""//boards.4channel.org/vg/catalog#s=geg%2F"" class=""quotelink"">&gt;&gt;&gt;/vg/geg/</a><br>https://mega.nz/folder/7UdnxCYY#V4j<wbr>WQQoaEIz5ljAQI_uqTQ<br><br><span class=""quote"">&gt;&quot;X servers are dead / can&#039;t play with someone from a different region&quot;</span><br>You can switch servers on the start screen.<br><br><span class=""quote"">&gt;&quot;What&#039;s the green currency&quot;</span><br>Material Points, MP. You get them from duplicated loot box items.<br><br><span class=""quote"">&gt;&quot;How to get more shit without spending a dime besides the usual&quot;</span><br>Standard Pass.<br>1000 CAPs: lvl 18, 58.<br>Tickets: lvl 8, 38, EX1-3.<br>If you save enough CAP you can unlock at least 2 MS.<br>Never use CAP for supply pod pulls, use the tickets instead, same drops.<br><br><span class=""quote"">&gt;If the challenge is &quot;Play/Win X matches&quot; with specific suits. Does the entire match need to be played with that character alone?</span><br>No, you can pick whatever MS you need for your challenges for a short period of time then switch to one you actually want to play. It will count at the end of the match.<br><br><span class=""quote"">&gt;&quot;I want Char&#039;s Zaku skin&quot;</span><br>This and the G-3 Gundam skin cost 4000 MP each (dupe coins).<br>Could vary between 100 to 400 USD (10k-40k EVO Coins).<br>5 MP for grey items; 50 for blue; 100 for purple; 200 for gold items.<br>Available until November 29.<br><br><span class=""quote"">&gt;&quot;I&#039;m a third-worlder and Bandai doesn&#039;t love me&quot;</span><br>1. Get a free VPN, any will do but TunnelBear is what has worked for several anons.<br>2. Set yourself in NA, download GunEvo from SteamDB. (https://steamdb.info/app/1816670/)<wbr><br>3. Once the download started, turn off the VPN. You don&#039;t need it anymore.<br><span class=""quote"">&gt;&quot;Muh illegal&quot;</span><br>There&#039;s no purchase involved so it&#039;s not tax evasion, no one will care.",OOCz6Lbf8T5Xu,.png,960,541,250,140,1666874794480103,1666874794,kHAM7YQ9SA8CXr2sN6Mx8A==,921633,0,gunevo-gundam-evolution-7,,4,275,57,270.0,56.0,"[{'no': 21323096, 'now': '12/06/22(Tue)16:32:22', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;every game I&#039;ve played today</span><br><span class=""quote"">&gt;hold tab</span><br><span class=""quote"">&gt;at some point, someone spikes up to 140+ ping on one or the other team</span>', 'time': 1670362342, 'resto': 21238609}, {'no': 21323117, 'now': '12/06/22(Tue)16:42:42', 'name': 'Anonymous', 'com': '<a href=""#p21323077"" class=""quotelink"">&gt;&gt;21323077</a><br>Uh not at home retard <br><a href=""#p21323074"" class=""quotelink"">&gt;&gt;21323074</a><br>That sucks. Was wanted new suits', 'time': 1670362962, 'resto': 21238609}, {'no': 21323203, 'now': '12/06/22(Tue)17:49:31', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;broke 70 kills with Nu</span>', 'filename': 'ObeseQualifiedBlackfly-max-1mb', 'ext': '.gif', 'w': 280, 'h': 152, 'tn_w': 125, 'tn_h': 67, 'tim': 1670366971512466, 'time': 1670366971, 'md5': '9wbsqoc7vObk4iJcsMGLUg==', 'fsize': 843548, 'resto': 21238609}, {'no': 21323797, 'now': '12/06/22(Tue)23:15:31', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;skip exia</span><br><span class=""quote"">&gt;buy mahiroo and nu</span><br>this is the correct way.', 'time': 1670386531, 'resto': 21238609}, {'no': 21332495, 'now': '12/10/22(Sat)02:05:28', 'name': 'Anonymous', 'com': 'game dead', 'time': 1670655928, 'resto': 21238609}]",1670655928,0.0,0.0,
44,21234938,,10/25/22(Tue)19:56:27,dorkly_chair at instituteforspacepolitics.org,synchtube circlejerk!,"being a containment area for stuff like cytubes and whatnots<br>I run various stuff Tuesdays and Fridays at 8p Eastern on my mog-rog channel and the rest of the week have current(ish) shows from the past few weeks<br>Kohai does his thing Thursday nights on PTSF-THRS at 8<br>and various people do other stuff other nights <br><br>picking up from <span class=""deadlink"">&gt;&gt;21100361</span>",keroro watches,.jpg,640,480,250,187,1666742187679992,1666742187,pvPMAOLJVFGHOn5NryiFkA==,37960,0,synchtube-circlejerk,,4,254,14,249.0,14.0,"[{'no': 21331557, 'now': '12/09/22(Fri)20:27:13', 'name': 'dorkly_chair at instituteforspacepolitics.org', 'com': 'quick change, Decker next!', 'time': 1670635633, 'resto': 21234938}, {'no': 21331662, 'now': '12/09/22(Fri)21:00:21', 'name': 'dorkly_chair at instituteforspacepolitics.org', 'com': '20k Leagues next!', 'time': 1670637621, 'resto': 21234938}, {'no': 21332026, 'now': '12/09/22(Fri)23:12:10', 'name': 'dorkly_chair at instituteforspacepolitics.org', 'com': 'Iron Leaguer next', 'time': 1670645530, 'resto': 21234938}, {'no': 21332104, 'now': '12/09/22(Fri)23:36:46', 'name': 'dorkly_chair at instituteforspacepolitics.org', 'com': 'H2G2 next!', 'time': 1670647006, 'resto': 21234938}, {'no': 21332438, 'now': '12/10/22(Sat)01:33:31', 'name': 'dorkly_chair at instituteforspacepolitics.org', 'com': 'Sunny Days next', 'time': 1670654011, 'resto': 21234938}]",1670654011,0.0,0.0,
45,21325007,,12/07/22(Wed)15:09:23,Anonymous,Post Custom Painted suits,"show off your grunt customs, your custom customs or some randos paintjob you think is cool",a1a8ca94faf1e08f0b49591050b11416--gundam-model-mobile-suit,.jpg,550,824,166,249,1670443763743508,1670443763,5nOKGjRiubjZwbyJxtFEhQ==,124847,0,post-custom-painted-suits,,4,14,9,9.0,5.0,"[{'no': 21329300, 'now': '12/09/22(Fri)05:40:14', 'name': 'Anonymous', 'filename': 'customdilanzas', 'ext': '.webm', 'w': 907, 'h': 682, 'tn_w': 125, 'tn_h': 93, 'tim': 1670582414944499, 'time': 1670582414, 'md5': 'jwVPANdHDr/l7edWDIx6eg==', 'fsize': 2099383, 'resto': 21325007}, {'no': 21329303, 'now': '12/09/22(Fri)05:42:53', 'name': 'Anonymous', 'com': '<a href=""#p21329297"" class=""quotelink"">&gt;&gt;21329297</a><br>i am not op and i have no clue what that is but i have a big folder of custom paint job inspo and i&#039;ve always wondered why there werent threads for finding and sharing stuff like this<br>the gunpla/plamo thread seems more like for your own work and questions and discussion not for other peoples work so don&#039;t want to post there', 'filename': 'Fgj__jIVsAYk2s3', 'ext': '.jpg', 'w': 1247, 'h': 1247, 'tn_w': 125, 'tn_h': 125, 'tim': 1670582573234454, 'time': 1670582573, 'md5': 'NXGUKbkIHtQ9M8fbBRi3dg==', 'fsize': 191362, 'resto': 21325007}, {'no': 21332213, 'now': '12/10/22(Sat)00:04:22', 'name': 'Anonymous', 'com': 'I can&#039;t paint for shit, so recently I&#039;ve been getting a friend to do the painting for me. Honestly, the fun part for me is building, I&#039;ll probably end up heavy into kitbashing when I get a bigger backlog built up.<br><br>I&#039;m currently planning out a paint job for a Zaku II, personalized to my own aesthetic. I plot out the design in PS using colorless line art of the suits and then send it, along with the model to my buddy for painting. <br><br>Does anyone have a resource for colorless line art like pic related though? I had to trace out a pic of one project because I couldn&#039;t find any simple lineart of it', 'filename': 'df8nsq0-15c36fa8-f968-4eac-9c2a-79e6234132c0', 'ext': '.png', 'w': 2248, 'h': 1772, 'tn_w': 125, 'tn_h': 98, 'tim': 1670648662531794, 'time': 1670648662, 'md5': 'qsSIf9xY1QMg4KrrA/SruQ==', 'fsize': 144513, 'resto': 21325007}, {'no': 21332262, 'now': '12/10/22(Sat)00:14:21', 'name': 'Anonymous', 'com': '<a href=""#p21325510"" class=""quotelink"">&gt;&gt;21325510</a><br><span class=""quote"">&gt;classic look</span><br>that&#039;s a real type with a more green toso :-)', 'filename': 'FSUP696acAAaGxV', 'ext': '.jpg', 'w': 1536, 'h': 2048, 'tn_w': 93, 'tn_h': 125, 'tim': 1670649261273386, 'time': 1670649261, 'md5': 'dzEk8m+pXlMfUd7/M6R4+w==', 'fsize': 355047, 'resto': 21325007}, {'no': 21332321, 'now': '12/10/22(Sat)00:34:38', 'name': 'Anonymous', 'com': '<a href=""#p21332213"" class=""quotelink"">&gt;&gt;21332213</a><br>https://imgur.com/user/Gundaml1near<wbr>t<br>https://www.pixiv.net/en/users/1816<wbr>1724', 'time': 1670650478, 'resto': 21325007}]",1670650478,0.0,0.0,
46,21270919,,11/11/22(Fri)12:29:07,Anonymous,,That feel when HG never,82ABEBCE-676F-4417-BCED-9C43E709B746,.jpg,3463,2309,250,166,1668187747345807,1668187747,xDwyo5fa1YKbntkxlFHkEg==,1073018,0,that-feel-when-hg-never,,4,239,141,234.0,138.0,"[{'no': 21331456, 'now': '12/09/22(Fri)19:58:25', 'name': 'Anonymous', 'filename': 'E9239425-461B-4F22-9B81-A5C8F4628FD8', 'ext': '.png', 'w': 750, 'h': 800, 'tn_w': 117, 'tn_h': 125, 'tim': 1670633905605911, 'time': 1670633905, 'md5': 'iHMIwHLD3bDDJmM7FrORKw==', 'fsize': 222365, 'resto': 21270919}, {'no': 21331610, 'now': '12/09/22(Fri)20:46:35', 'name': 'Anonymous', 'com': '<a href=""#p21330909"" class=""quotelink"">&gt;&gt;21330909</a><br>YOOOOOOOOO', 'filename': 'img_item_nether_01', 'ext': '.jpg', 'w': 1440, 'h': 906, 'tn_w': 125, 'tn_h': 78, 'tim': 1670636795318815, 'time': 1670636795, 'md5': 'TbsB7o1Ai9q1LD48WgZ54A==', 'fsize': 155754, 'resto': 21270919}, {'no': 21331640, 'now': '12/09/22(Fri)20:56:12', 'name': 'Anonymous', 'com': '<a href=""#p21331610"" class=""quotelink"">&gt;&gt;21331610</a><br>IS THIS REAL', 'time': 1670637372, 'resto': 21270919}, {'no': 21331706, 'now': '12/09/22(Fri)21:16:22', 'name': 'Anonymous', 'com': '<a href=""#p21331640"" class=""quotelink"">&gt;&gt;21331640</a><br><span class=""quote"">&gt;Bandai Spirits 2021</span>', 'time': 1670638582, 'resto': 21270919}, {'no': 21332149, 'now': '12/09/22(Fri)23:49:06', 'name': 'Anonymous', 'com': '<a href=""#p21270919"" class=""quotelink"">&gt;&gt;21270919</a>', 'filename': 'A4E57E07-E908-44D0-BAD6-534D6CADCFC0', 'ext': '.jpg', 'w': 489, 'h': 627, 'tn_w': 97, 'tn_h': 125, 'tim': 1670647746652703, 'time': 1670647746, 'md5': 'QMbub+4kbmz2aIKGtcdKyw==', 'fsize': 37702, 'resto': 21270919}]",1670647746,0.0,0.0,
47,21313194,,12/01/22(Thu)16:21:47,Anonymous,Tekkaman thread,Let&#039;s begin,Uchuu.no.Kishi.Tekkaman.Blade.full.498998-1,.jpg,600,812,184,250,1669929707939310,1669929707,LFSnZHFSdp/SBqtxisf5AA==,358420,0,tekkaman-thread,,4,15,4,10.0,1.0,"[{'no': 21323116, 'now': '12/06/22(Tue)16:42:22', 'name': 'Anonymous', 'filename': '1645311797510[1]', 'ext': '.jpg', 'w': 1280, 'h': 1788, 'tn_w': 89, 'tn_h': 125, 'tim': 1670362942980443, 'time': 1670362942, 'md5': 'ZJORWmI0Zq+zOcOEIeT+1A==', 'fsize': 390155, 'resto': 21313194}, {'no': 21323122, 'now': '12/06/22(Tue)16:47:33', 'name': 'Anonymous', 'com': '<a href=""#p21315796"" class=""quotelink"">&gt;&gt;21315796</a><br>GOT TO GET THIS<br>GIANT ARM OFF ME', 'time': 1670363253, 'resto': 21313194}, {'no': 21323350, 'now': '12/06/22(Tue)19:26:59', 'name': 'Anonymous', 'com': '<a href=""#p21316509"" class=""quotelink"">&gt;&gt;21316509</a><br>I think Yaps is preoccupied with Silent Mobius and Laserion for the time being, probably not going to happen until next year.', 'time': 1670372819, 'resto': 21313194}, {'no': 21324144, 'now': '12/07/22(Wed)03:06:28', 'name': 'Anonymous', 'com': 'Does /m/ talk about /m/ toys?<br><br>Tekkaman Blade has gotten an incredible amount of toys in the last couple of years.', 'filename': 'B5516900-A8FB-4FF1-8306-FF29ED4FB7B3', 'ext': '.jpg', 'w': 2430, 'h': 2916, 'tn_w': 104, 'tn_h': 125, 'tim': 1670400388628011, 'time': 1670400388, 'md5': 'hAnU9p/DgIL/KzBIVucm0A==', 'fsize': 4046534, 'resto': 21313194}, {'no': 21332127, 'now': '12/09/22(Fri)23:43:58', 'name': 'Anonymous', 'filename': '1670646746241', 'ext': '.jpg', 'w': 818, 'h': 720, 'tn_w': 125, 'tn_h': 110, 'tim': 1670647438427011, 'time': 1670647438, 'md5': 'EhyZ/BHrWoJOhKAUYB86uQ==', 'fsize': 112355, 'resto': 21313194}]",1670647438,0.0,0.0,
48,21329085,,12/09/22(Fri)03:39:05,Anonymous,G-Reco,"https://twitter.com/gundam_reco/sta<wbr>tus/1601061212481290240<br><span class=""quote"">&gt;The paid distribution of &quot;G Reconguista IV&quot; and &quot;G Reconguista V&quot; will start on December 23 (Fri.) on various video distribution services!</span><br>Early Christmas gift from Tomino and Banrise! Even if it&#039;s region-locked to Japan only",iii koshien,.png,1920,1080,250,140,1670575145497926,1670575145,6xWUl06KFVR2I+6kMSGGug==,3519607,0,greco,,4,7,3,2.0,1.0,"[{'no': 21329161, 'now': '12/09/22(Fri)04:27:11', 'name': 'Anonymous', 'com': 'Nice, hopefully someone gets it on the Nyaa.', 'time': 1670578031, 'resto': 21329085}, {'no': 21329713, 'now': '12/09/22(Fri)10:00:26', 'name': 'Anonymous', 'com': 'Christmas is saved', 'filename': '1626011516365', 'ext': '.jpg', 'w': 1403, 'h': 2010, 'tn_w': 87, 'tn_h': 125, 'tim': 1670598026494777, 'time': 1670598026, 'md5': 'R8jZXWqcpizrktG9oX5pHw==', 'fsize': 257562, 'resto': 21329085}, {'no': 21332056, 'now': '12/09/22(Fri)23:21:28', 'name': 'Anonymous', 'com': 'Thank god, I didn&#039;t want to wait until March', 'time': 1670646088, 'resto': 21329085}, {'no': 21332062, 'now': '12/09/22(Fri)23:23:22', 'name': 'Anonymous', 'com': '<a href=""#p21329085"" class=""quotelink"">&gt;&gt;21329085</a><br>Cute Arcane', 'time': 1670646202, 'resto': 21329085}, {'no': 21332075, 'now': '12/09/22(Fri)23:27:36', 'name': 'Anonymous', 'com': '<a href=""#p21329713"" class=""quotelink"">&gt;&gt;21329713</a><br>Goddamn, Belri. Your sister is so hot. Your hot hot sexy piece of sex sister.', 'filename': 'aida dress', 'ext': '.jpg', 'w': 1280, 'h': 1376, 'tn_w': 116, 'tn_h': 125, 'tim': 1670646456261205, 'time': 1670646456, 'md5': 'iGgTB+GjMk3JlNtFNfBp2w==', 'fsize': 385707, 'resto': 21329085}]",1670646456,0.0,0.0,
49,21230699,,10/24/22(Mon)03:52:57,Anonymous,,"So this month was Mazinger Z&#039;s 50th anniversary, yet I didn&#039;t notice any kind of celebration. What gives?",1569571690152,.jpg,762,1100,173,250,1666597977254062,1666597977,8mbqEGvEFmpOZbG3mwUwmQ==,165807,0,so-this-month-was-mazinger-zs-50th-anniversary,,4,247,107,242.0,107.0,"[{'no': 21330008, 'now': '12/09/22(Fri)12:27:21', 'name': 'Anonymous', 'com': 'https://www.youtube.com/watch?v=Lbj<wbr>ngMo9Btg', 'time': 1670606841, 'resto': 21230699}, {'no': 21331670, 'now': '12/09/22(Fri)21:02:49', 'name': 'Anonymous', 'com': '<a href=""#p21330008"" class=""quotelink"">&gt;&gt;21330008</a><br>Kanjite Knight is so cool', 'time': 1670637769, 'resto': 21230699}, {'no': 21331680, 'now': '12/09/22(Fri)21:06:49', 'name': 'Anonymous', 'com': '<a href=""#p21331670"" class=""quotelink"">&gt;&gt;21331670</a><br>This with The Guardian too<br>https://www.youtube.com/watch?v=qZ8<wbr>J4iV1Nb4', 'time': 1670638009, 'resto': 21230699}, {'no': 21331939, 'now': '12/09/22(Fri)22:37:40', 'name': 'Anonymous', 'com': '<a href=""#p21328379"" class=""quotelink"">&gt;&gt;21328379</a><br>I feel compared to the other two koji’s his voice just lacks oomph. Like he’s a good voice actor but It just feels underwhelming', 'time': 1670643460, 'resto': 21230699}, {'no': 21332051, 'now': '12/09/22(Fri)23:20:20', 'name': 'Anonymous', 'com': '<a href=""#p21331939"" class=""quotelink"">&gt;&gt;21331939</a><br>I feel like I want to blame it on the voice direction rather than the actor. It feels like he was too busy trying to sound like Ishimaru while Akabane&#039;s Koki was allowed to be more his own.', 'time': 1670646020, 'resto': 21230699}]",1670646020,0.0,0.0,
50,21320272,,12/05/22(Mon)06:14:00,Anonymous,,"Pretty much all of the shows beforehand are great, but CCA was seriously something else.<br>Is anything else in the UC canon this good?",CB4BDC88-F324-4A83-889E-2CFC3787B369,.jpg,600,338,250,140,1670238840436828,1670238840,Mc04hM9zsMeOU3LdQFoXLQ==,47854,0,pretty-much-all-of-the-shows-beforehand-are-great,,4,46,8,41.0,7.0,"[{'no': 21329902, 'now': '12/09/22(Fri)11:17:21', 'name': 'Anonymous', 'com': '<a href=""#p21328784"" class=""quotelink"">&gt;&gt;21328784</a><br>Those are not mutually exclusive.', 'time': 1670602641, 'resto': 21320272}, {'no': 21329936, 'now': '12/09/22(Fri)11:41:12', 'name': 'Anonymous', 'com': '<a href=""#p21320499"" class=""quotelink"">&gt;&gt;21320499</a><br>The Nu is dull and the Sazabi is goddamn ugly and basically fuck anyone who likes it.', 'time': 1670604072, 'resto': 21320272}, {'no': 21329945, 'now': '12/09/22(Fri)11:48:44', 'name': 'Anonymous', 'com': '<a href=""#p21329936"" class=""quotelink"">&gt;&gt;21329936</a><br>Sazabi is a nice thicc lady. Don&#039;t know why Zabi is in the name though.', 'filename': '1662374222242359', 'ext': '.jpg', 'w': 1100, 'h': 1575, 'tn_w': 87, 'tn_h': 125, 'tim': 1670604524425573, 'time': 1670604524, 'md5': 'DYpISuxXoB2qtpzUBds4fw==', 'fsize': 363515, 'resto': 21320272}, {'no': 21331614, 'now': '12/09/22(Fri)20:47:44', 'name': 'Anonymous', 'com': '<a href=""#p21320378"" class=""quotelink"">&gt;&gt;21320378</a><br>0083 is one of my favorites in terms of the male cast, soundtracks, animation, and mech designs. The story starts off pretty strong imo, but jesus fucking christ I hate nina and kou&#039;s relationship and the surprise!!! gato was her ex. FUCK. Also I much preferred the manga having Burning die to Kelly instead of the freakout malfunction in his suit, so there was some consequence for Kou helping a fucking enemy pilot. I really liked the downer ending and Synapse getting executed, of all the people. Also fuck nina and kou reuniting, also bullshit.', 'time': 1670636864, 'resto': 21320272}, {'no': 21332024, 'now': '12/09/22(Fri)23:11:26', 'name': 'Anonymous', 'com': '<a href=""#p21331614"" class=""quotelink"">&gt;&gt;21331614</a><br><br>Synapse getting executed isn&#039;t even in the show. It&#039;s from the original cinema screening, and was removed for home theater release, suggesting they decided against it as a piece of lore. Same as with Cima&#039;s backstory really, which wasn&#039;t included in the show and even the Mayfly of Space animations that were on the blu-ray depict quite a different, and far less sympathetic version of her backstory.', 'time': 1670645486, 'resto': 21320272}]",1670645486,0.0,0.0,
