,no,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,trip
0,246107288,12/09/22(Fri)16:41:16,Anonymous,Mobile Suit Gundam: The Witch from Mercury,How is your Jeturk Portfolio looking?,1668800899916941,.png,1200,1350,222,250,1670622076891736,1670622076,3Es2hLhdQu7MbUNZHgPSKQ==,372556,0,0,0,mobile-suit-gundam-the-witch-from-mercury,1,442,121,437.0,120.0,"[{'no': 246114239, 'now': '12/09/22(Fri)20:42:27', 'name': 'Anonymous', 'com': '<a href=""#p246114195"" class=""quotelink"">&gt;&gt;246114195</a><br>The bio wasn&#039;t talking shit when it called him &quot;the unsung hero of the Earth house&quot;.', 'time': 1670636547, 'resto': 246107288}, {'no': 246114251, 'now': '12/09/22(Fri)20:42:50', 'name': 'Anonymous', 'com': '<a href=""#p246114150"" class=""quotelink"">&gt;&gt;246114150</a><br>Memed into relevancy.', 'time': 1670636570, 'resto': 246107288}, {'no': 246114334, 'now': '12/09/22(Fri)20:45:43', 'name': 'Anonymous', 'com': '<a href=""#p246114150"" class=""quotelink"">&gt;&gt;246114150</a><br>I ask the same thing too. Overrated overhyped meme character.', 'time': 1670636743, 'resto': 246107288}, {'no': 246114364, 'now': '12/09/22(Fri)20:46:48', 'name': 'Anonymous', 'com': 'sorry let me rephrase myself, in universe how does guel still have any fans?', 'time': 1670636808, 'resto': 246107288}, {'no': 246114391, 'now': '12/09/22(Fri)20:47:35', 'name': 'Anonymous', 'com': 'Cute<br><br><s>Left ones also a tanuki by the way, not a fox</s>', 'filename': 'Fjh9YlnVQAA6wRf', 'ext': '.png', 'w': 768, 'h': 485, 'tn_w': 125, 'tn_h': 78, 'tim': 1670636855081376, 'time': 1670636855, 'md5': 'OAOgTcbhQDwUuGlF3Olk4A==', 'fsize': 887462, 'resto': 246107288}]",1670636855,
1,246112637,12/09/22(Fri)19:43:35,Anonymous,One Piece,"Let&#039;s face it. ,<br>One Piece peaked here <br>.",w1034e569703f72615ni191024+5058gh85399z3,.jpg,1600,705,250,110,1670633015423380,1670633015,vpBw8fnk1rjSsUbgQ0DRLw==,533592,0,0,0,one-piece,1,153,50,148.0,48.0,"[{'no': 246114355, 'now': '12/09/22(Fri)20:46:29', 'name': 'Anonymous', 'com': '<a href=""#p246114337"" class=""quotelink"">&gt;&gt;246114337</a><br>I don&#039;t like it AND it&#039;s shit.', 'time': 1670636789, 'resto': 246112637}, {'no': 246114374, 'now': '12/09/22(Fri)20:47:10', 'name': 'Anonymous', 'com': '<a href=""#p246114337"" class=""quotelink"">&gt;&gt;246114337</a><br>But it’s a theory and not even the explanation <br>And look at that he never said that he would immediately give us the real explanation of devil fruits it’s almost like you’re getting angry over nothing', 'time': 1670636830, 'resto': 246112637}, {'no': 246114378, 'now': '12/09/22(Fri)20:47:14', 'name': 'Anonymous', 'com': 'One Piece would be better if it changed Gear 5 into Luffy gaining the ability to secrete resin. Now outside of here whenever a villain fighting Luffy is brought up it becomes &quot;Oh well Luffy wins cause of le toonforce.&quot;', 'time': 1670636834, 'resto': 246112637}, {'no': 246114386, 'now': '12/09/22(Fri)20:47:28', 'name': 'Anonymous', 'filename': 'D9PA4CsWwAE18E4', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636848004640, 'time': 1670636848, 'md5': 'SxYIEgW0cnAgyQ/mGlg2BQ==', 'fsize': 90294, 'resto': 246112637}, {'no': 246114388, 'now': '12/09/22(Fri)20:47:32', 'name': 'Anonymous', 'com': 'Awakened Speed vs Lucci', 'filename': 'Speed_Dango_Strengths.PNG', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636852552741, 'time': 1670636852, 'md5': 'L2qFMsJ4K8xd1jJGxmPcyw==', 'fsize': 3589426, 'resto': 246112637}]",1670636852,
2,246112493,12/09/22(Fri)19:38:09,Anonymous,Girls und panzer,Get in here and post guppies. Bonus points if you post floof,1667005154919237,.png,644,727,221,250,1670632689668250,1670632689,JN3gZdWZ62j3pqp/taTztg==,205665,0,0,0,girls-und-panzer,1,16,14,11.0,10.0,"[{'no': 246113231, 'now': '12/09/22(Fri)20:05:10', 'name': 'Anonymous', 'com': 'Anyone ever play the game? The multiplayer was pretty fun.', 'filename': 'girls-und-panzer-dream-tank-match-english-subs-538617.22', 'ext': '.jpg', 'w': 1500, 'h': 1500, 'tn_w': 125, 'tn_h': 125, 'tim': 1670634310958162, 'time': 1670634310, 'md5': 'ViEWOqZHeURD51mUl74pWA==', 'fsize': 399008, 'resto': 246112493}, {'no': 246113467, 'now': '12/09/22(Fri)20:13:11', 'name': 'Anonymous', 'com': '<a href=""#p246113231"" class=""quotelink"">&gt;&gt;246113231</a><br>I did. It was pretty great, gave us an opportunity to see the girls interact in ways they normally wouldn’t. Also most of the tanks were pretty unique, like how they gave Rosehip’s Crusader no traction whatsoever.', 'time': 1670634791, 'resto': 246112493}, {'no': 246113685, 'now': '12/09/22(Fri)20:21:10', 'name': 'Anonymous', 'com': '<a href=""#p246113467"" class=""quotelink"">&gt;&gt;246113467</a><br>It was fun just doing dumb shit in tanks as well.', 'filename': 'jump and flip no audio', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670635270886627, 'time': 1670635270, 'md5': 'L0jtJm6ARfVrkRn1pn6acg==', 'fsize': 1953084, 'resto': 246112493}, {'no': 246114292, 'now': '12/09/22(Fri)20:44:24', 'name': 'Anonymous', 'com': '<a href=""#p246112493"" class=""quotelink"">&gt;&gt;246112493</a><br><span class=""quote"">&gt;Bonus points if you post floof</span><br>sorry, but for me is pigtails', 'filename': '103345233_p0', 'ext': '.jpg', 'w': 1274, 'h': 1800, 'tn_w': 88, 'tn_h': 125, 'tim': 1670636664434850, 'time': 1670636664, 'md5': 'lTv3WA23SDSZD1e/8g7Ytw==', 'fsize': 1215591, 'resto': 246112493}, {'no': 246114387, 'now': '12/09/22(Fri)20:47:30', 'name': 'Anonymous', 'filename': 'Fji2tMraMAAonJR', 'ext': '.jpg', 'w': 1704, 'h': 960, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636850636050, 'time': 1670636850, 'md5': '8biR7n9nr/8KhgRFWtYcqw==', 'fsize': 1701784, 'resto': 246112493}]",1670636850,
3,246092132,12/09/22(Fri)07:13:04,Anonymous,Gudao,Why do you hate him?,Gudao,.jpg,225,350,160,250,1670587984390434,1670587984,eTpBirdDO21UupaDtDhxZA==,28807,0,0,0,gudao,1,133,44,128.0,43.0,"[{'no': 246113082, 'now': '12/09/22(Fri)19:59:20', 'name': 'Anonymous', 'com': '<a href=""#p246111683"" class=""quotelink"">&gt;&gt;246111683</a><br>When she starts ringing the bells, she gets EVERYTHING and on seeing herself as the king of britain, she starts freaking the fuck out because the proper human history artoria is a perfect person who knew she was getting the bad ending and went for it without complaint.', 'time': 1670633960, 'resto': 246092132}, {'no': 246113256, 'now': '12/09/22(Fri)20:06:01', 'name': 'Anonymous', 'com': '<a href=""#p246112839"" class=""quotelink"">&gt;&gt;246112839</a><br>strawman much? Why bother punching him in the first place. At least use a respectable combat stance instead of looking like a loser.', 'time': 1670634361, 'resto': 246092132}, {'no': 246113567, 'now': '12/09/22(Fri)20:16:26', 'name': 'Anonymous', 'com': 'Just roll for the girls and skip any story to be honest desu', 'time': 1670634986, 'resto': 246092132}, {'no': 246114302, 'now': '12/09/22(Fri)20:44:40', 'name': 'Anonymous', 'com': 'in the game he is just an avatar for (you) how is it so hard for you faggots to understand that concept? do you go around saying that Link has a boring personality too?<br><br>as for the anime it&#039;s the directors fault that hey don&#039;t do anything interesting with a blank canvas<br><br>not like any fate adaptations has got the protagonist right, at this point there are two dozens of fate anime adaptations has a single one portrayed the protagonist well enough?', 'filename': '1541587512563', 'ext': '.png', 'w': 400, 'h': 256, 'tn_w': 125, 'tn_h': 80, 'tim': 1670636680219216, 'time': 1670636680, 'md5': '7hO/2H0OjJhsgtLy0rc4Yg==', 'fsize': 64563, 'resto': 246092132}, {'no': 246114385, 'now': '12/09/22(Fri)20:47:26', 'name': 'Anonymous', 'com': '<a href=""#p246113256"" class=""quotelink"">&gt;&gt;246113256</a><br>Or just not lose his cool at all and tell Kingu to fuck off.', 'time': 1670636846, 'resto': 246092132}]",1670636846,
4,246055182,12/08/22(Thu)08:09:10,Anonymous,SPY x Family,MOGGING soon,D3CCE36B-7698-4591-96FC-C595FEF42A0E,.jpg,1920,1080,250,140,1670504950808961,1670504950,6e5SySqFaOifSBaiO7xbjw==,145238,0,0,0,spy-x-family,1,279,78,274.0,76.0,"[{'no': 246113253, 'now': '12/09/22(Fri)20:05:55', 'name': 'Anonymous', 'com': '<a href=""#p246112476"" class=""quotelink"">&gt;&gt;246112476</a><br>insane', 'time': 1670634355, 'resto': 246055182}, {'no': 246113767, 'now': '12/09/22(Fri)20:24:13', 'name': 'Anonymous', 'com': '<a href=""#p246068619"" class=""quotelink"">&gt;&gt;246068619</a><br>I bet he was hired for his looks', 'time': 1670635453, 'resto': 246055182}, {'no': 246113797, 'now': '12/09/22(Fri)20:25:17', 'name': 'Anonymous', 'com': '<a href=""#p246077024"" class=""quotelink"">&gt;&gt;246077024</a><br>I want to see that', 'time': 1670635517, 'resto': 246055182}, {'no': 246114316, 'now': '12/09/22(Fri)20:45:12', 'name': 'Anonymous', 'com': 'LOIDY?', 'filename': '19676B91-0368-40C5-8852-26CB3D65896C', 'ext': '.jpg', 'w': 736, 'h': 736, 'tn_w': 125, 'tn_h': 125, 'tim': 1670636712610691, 'time': 1670636712, 'md5': 'YnworXdS6jvNyY3uqoe0+A==', 'fsize': 63769, 'resto': 246055182}, {'no': 246114384, 'now': '12/09/22(Fri)20:47:25', 'name': 'Anonymous', 'com': '<a href=""#p246114316"" class=""quotelink"">&gt;&gt;246114316</a><br><span class=""quote"">&gt;you&#039;re all mine Lotty</span><br>*Yuri wakes up in a cold sweat*', 'filename': '1656117915684', 'ext': '.jpg', 'w': 1100, 'h': 1313, 'tn_w': 104, 'tn_h': 125, 'tim': 1670636845136549, 'time': 1670636845, 'md5': 'FFhP1jdX3Mq5CAbjy7LirQ==', 'fsize': 139540, 'resto': 246055182}]",1670636845,
5,246110157,12/09/22(Fri)18:15:36,Anonymous,Dragon Ball Super,Goku is a fucking loser.,POW,.png,476,242,250,127,1670627736055448,1670627736,3kWInfkEwQyK/jJgUa+JgQ==,146368,0,0,0,dragon-ball-super,1,278,131,273.0,130.0,"[{'no': 246114341, 'now': '12/09/22(Fri)20:46:00', 'name': 'Anonymous', 'com': '<a href=""#p246114264"" class=""quotelink"">&gt;&gt;246114264</a><br>Kami wanted to die so he lied. Goku later calls him out on it at th end.', 'time': 1670636760, 'resto': 246110157}, {'no': 246114342, 'now': '12/09/22(Fri)20:46:00', 'name': 'Anonymous', 'com': 'So now that it&#039;s confirmed that the SHITnga is axed and Cuckofucko has been relegated to occasionally producing bits of traced moedoodles for promotional purposes, what do you expect the master canon crafters at Toei to weave for our collective scholastic consciousness in the upcoming arc, which is to be announced on December 7th? I feel it&#039;s a given that Jiren will be involved in a major capacity, as he has become the very mascot of Super&#039;s canon CHADnime.', 'time': 1670636760, 'resto': 246110157}, {'no': 246114352, 'now': '12/09/22(Fri)20:46:22', 'name': 'Anonymous', 'com': '<a href=""#p246114327"" class=""quotelink"">&gt;&gt;246114327</a><br><span class=""quote"">&gt;Literally moving the goalposts</span><br>KWAB!!!', 'time': 1670636782, 'resto': 246110157}, {'no': 246114381, 'now': '12/09/22(Fri)20:47:19', 'name': 'Anonymous', 'com': '<a href=""#p246114352"" class=""quotelink"">&gt;&gt;246114352</a><br><span class=""quote"">&gt;no FUCKING argument</span><br>Nice to see you know your place little BITCH. And when the CHADniCHAD is announced in the coming weeks I expect you to KNEEL and LICK MY FUCKING FEET.', 'time': 1670636839, 'resto': 246110157}, {'no': 246114383, 'now': '12/09/22(Fri)20:47:24', 'name': 'Anonymous', 'com': 'BOOM. Jiren.', 'filename': 'Jiren Parade', 'ext': '.png', 'w': 2200, 'h': 1439, 'tn_w': 125, 'tn_h': 81, 'tim': 1670636844628222, 'time': 1670636844, 'md5': 'LKnBfCAcTdmpHelNOnwXAA==', 'fsize': 2110602, 'resto': 246110157}]",1670636844,
6,246096023,12/09/22(Fri)09:56:56,Anonymous,Precure,Should Haruyama transition from a monster designer into a Cure designer for Hirogaru Sky Precure?,1670597718615,.jpg,600,900,166,250,1670597816738899,1670597816,j+ofXtCYh/dGEETi7cR+Ww==,120485,0,0,0,precure,1,359,107,354.0,106.0,"[{'no': 246114358, 'now': '12/09/22(Fri)20:46:32', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;246114275</span><br>This is amazing.', 'time': 1670636792, 'resto': 246096023}, {'no': 246114361, 'now': '12/09/22(Fri)20:46:39', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;246114275</span><br><span class=""quote"">&gt;it&#039;s true</span>', 'filename': '1661087013052394', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636799127843, 'time': 1670636799, 'md5': 'uaXGWihHEeME64s0vmkt/Q==', 'fsize': 142525, 'resto': 246096023}, {'no': 246114367, 'now': '12/09/22(Fri)20:46:54', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;246114275</span><br>This is amazing.', 'time': 1670636814, 'resto': 246096023}, {'no': 246114371, 'now': '12/09/22(Fri)20:47:02', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;246114275</span><br>no seriously how the fuck did anyone not notice this sooner', 'time': 1670636822, 'resto': 246096023}, {'no': 246114382, 'now': '12/09/22(Fri)20:47:20', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;246114275</span><br>no seriously how the fuck did anyone not notice this sooner', 'time': 1670636840, 'resto': 246096023}]",1670636840,
7,246114049,12/09/22(Fri)20:35:00,Anonymous,,"What&#039;s with the trend of shows being super popular and then being forgotten shortly after? Why don&#039;t any modern shows leave a lasting impression like Steins Gate, Fullmetal Alchemist, and Code Geass?",1661798190343,.jpg,1810,1018,250,140,1670636100649891,1670636100,p4zkdaGmkRJBlN3G6+fXcQ==,192818,0,0,0,whats-with-the-trend-of-shows-being-super-popular,1,3,0,,,"[{'no': 246114067, 'now': '12/09/22(Fri)20:35:43', 'name': 'Anonymous, but pretend it&#039;s rendered in blue text.', 'com': '<a href=""#p246114049"" class=""quotelink"">&gt;&gt;246114049</a><br>are you aware what a &quot;trend&quot; is?', 'time': 1670636143, 'resto': 246114049}, {'no': 246114228, 'now': '12/09/22(Fri)20:42:02', 'name': 'Anonymous', 'com': '<a href=""#p246114049"" class=""quotelink"">&gt;&gt;246114049</a><br><span class=""quote"">&gt;pic not related</span>', 'time': 1670636522, 'resto': 246114049}, {'no': 246114379, 'now': '12/09/22(Fri)20:47:17', 'name': 'Anonymous', 'com': '<a href=""#p246114049"" class=""quotelink"">&gt;&gt;246114049</a><br><span class=""quote"">&gt;Steins Gate,</span><br>True.<br><span class=""quote"">&gt;Fullmetal</span><br>Not really.<br><span class=""quote"">&gt;Code</span><br>Not really.', 'time': 1670636837, 'resto': 246114049}]",1670636837,
8,246108523,12/09/22(Fri)17:22:39,Anonymous,Chainsaw Man Part 2,Far out dude! Peace and love :),864764374,.jpg,340,295,250,216,1670624559928052,1670624559,lzZ5scYqXE4US+L2nXmsaw==,25903,0,0,0,chainsaw-man-part-2,1,480,186,475.0,183.0,"[{'no': 246114181, 'now': '12/09/22(Fri)20:39:49', 'name': 'Anonymous', 'com': '<a href=""#p246114112"" class=""quotelink"">&gt;&gt;246114112</a><br>Devils exist in a cycle of death and rebirth<br>they die on earth and are reborn in hell<br>they die in hell and are reborn on earth<br>The Infinity Devil we&#039;re seeing here isn&#039;t the same Infinity from the hotel, it&#039;s a new incarnation', 'time': 1670636389, 'resto': 246108523}, {'no': 246114192, 'now': '12/09/22(Fri)20:40:18', 'name': 'Anonymous', 'com': '<a href=""#p246114055"" class=""quotelink"">&gt;&gt;246114055</a>', 'filename': 'A11BE3A9-2ECF-446B-BE6C-CBA151949CF3', 'ext': '.jpg', 'w': 424, 'h': 773, 'tn_w': 68, 'tn_h': 124, 'tim': 1670636418406225, 'time': 1670636418, 'md5': 'LeMQDJVSo+rJasFS/LFTDA==', 'fsize': 115279, 'resto': 246108523}, {'no': 246114201, 'now': '12/09/22(Fri)20:40:31', 'name': 'Anonymous', 'com': '<a href=""#p246114112"" class=""quotelink"">&gt;&gt;246114112</a><br>its like in video games where you get back health from eating', 'time': 1670636431, 'resto': 246108523}, {'no': 246114365, 'now': '12/09/22(Fri)20:46:49', 'name': 'Anonymous', 'com': 'what’s the cringe devil like? most people fear being cringe so it must be strong. <s>i guess embarrassment devil is more technically correct</s>', 'filename': '01E5D35E-777E-4FD3-AFEF-953B6AEAE00A', 'ext': '.jpg', 'w': 600, 'h': 800, 'tn_w': 93, 'tn_h': 125, 'tim': 1670636809848352, 'time': 1670636809, 'md5': 'tMOxKK3WWPPYBtCeTGCyew==', 'fsize': 110954, 'resto': 246108523}, {'no': 246114380, 'now': '12/09/22(Fri)20:47:17', 'name': 'Anonymous', 'filename': 'Fjk_mD6VEAAi4Wr', 'ext': '.jpg', 'w': 2048, 'h': 1694, 'tn_w': 125, 'tn_h': 103, 'tim': 1670636837157432, 'time': 1670636837, 'md5': 'fzx+qRdUnTWNWp+f0ZJeMg==', 'fsize': 285540, 'resto': 246108523}]",1670636837,
9,246112567,12/09/22(Fri)19:41:00,Anonymous,Jujutsu Kaisen,Why is Nobara so weak?,Screenshot 2022-07-14 212112,.png,1066,778,250,182,1670632860040054,1670632860,Gas75KMcoJIErFc9Uyzctg==,219519,0,0,0,jujutsu-kaisen,1,40,18,35.0,17.0,"[{'no': 246114259, 'now': '12/09/22(Fri)20:43:12', 'name': 'Anonymous', 'com': '<a href=""#p246114156"" class=""quotelink"">&gt;&gt;246114156</a><br><a href=""#p246114188"" class=""quotelink"">&gt;&gt;246114188</a><br><a href=""#p246114223"" class=""quotelink"">&gt;&gt;246114223</a><br><a href=""#p246114257"" class=""quotelink"">&gt;&gt;246114257</a>', 'time': 1670636592, 'resto': 246112567}, {'no': 246114272, 'now': '12/09/22(Fri)20:43:43', 'name': 'Anonymous', 'com': '<a href=""#p246114257"" class=""quotelink"">&gt;&gt;246114257</a><br>Dropped faster than any other manga before before the price-up.', 'time': 1670636623, 'resto': 246112567}, {'no': 246114280, 'now': '12/09/22(Fri)20:43:58', 'name': 'Anonymous', 'com': '<a href=""#p246114156"" class=""quotelink"">&gt;&gt;246114156</a><br>1. Volume 8<br>2. Volume 21 (cmon, it&#039;s great)<br>3. Volume 2', 'time': 1670636638, 'resto': 246112567}, {'no': 246114320, 'now': '12/09/22(Fri)20:45:20', 'name': 'Anonymous', 'com': '<a href=""#p246114156"" class=""quotelink"">&gt;&gt;246114156</a><br>I wish it sold less! Less popular manga have way comfier threads.', 'filename': 'e16t19_', 'ext': '.png', 'w': 2102, 'h': 819, 'tn_w': 125, 'tn_h': 48, 'tim': 1670636720025944, 'time': 1670636720, 'md5': 'LzrdJ6nkxW55Lkx3tZ9Nug==', 'fsize': 3235045, 'resto': 246112567}, {'no': 246114376, 'now': '12/09/22(Fri)20:47:13', 'name': 'Anonymous', 'com': '<a href=""#p246114188"" class=""quotelink"">&gt;&gt;246114188</a><br>If you&#039;d line them all up. Todo&#039;s is the one that really pops. You go, bro.', 'time': 1670636833, 'resto': 246112567}]",1670636833,
10,246109134,12/09/22(Fri)17:40:42,Anonymous,,"<span class=""quote"">&gt;be non-Christian </span><br><span class=""quote"">&gt;watch evangelion </span><br><span class=""quote"">&gt;become Christian </span><br>Thanks Anno",Lilith,.jpg,414,240,250,144,1670625642884054,1670625642,BrKDJuOstUiRznRp0bpp/A==,19216,0,0,0,be-nonchristian,1,21,6,16.0,5.0,"[{'no': 246114153, 'now': '12/09/22(Fri)20:38:47', 'name': 'Anonymous', 'com': '<a href=""#p246114040"" class=""quotelink"">&gt;&gt;246114040</a><br><span class=""quote"">&gt;hate myself</span><br><span class=""quote"">&gt;watch Evangelion</span><br><span class=""quote"">&gt;still hate myself</span><br><span class=""quote"">&gt;realize I watched the old ADV dub by mistake</span><br><span class=""quote"">&gt;rewatch it in Japanese</span><br><span class=""quote"">&gt;still hate myself</span><br>Whelp. At least I have the DVDs. And no longer have a DVD player. Maybe my old PS2 still works.', 'time': 1670636327, 'resto': 246109134}, {'no': 246114211, 'now': '12/09/22(Fri)20:41:11', 'name': 'Anonymous', 'com': '<a href=""#p246114153"" class=""quotelink"">&gt;&gt;246114153</a><br>i hate dubs but the old dub at least has SOVL. netflix’s is just cringe', 'time': 1670636471, 'resto': 246109134}, {'no': 246114262, 'now': '12/09/22(Fri)20:43:17', 'name': 'Anonymous', 'com': '<a href=""#p246114062"" class=""quotelink"">&gt;&gt;246114062</a><br>Needs class rep', 'filename': 'Horaki.Hikari', 'ext': '.jpg', 'w': 608, 'h': 1600, 'tn_w': 47, 'tn_h': 125, 'tim': 1670636597693836, 'time': 1670636597, 'md5': 'm2rkt4gK/9/mg5pBuCnHWA==', 'fsize': 157880, 'resto': 246109134}, {'no': 246114366, 'now': '12/09/22(Fri)20:46:53', 'name': 'Anonymous', 'com': '<a href=""#p246109134"" class=""quotelink"">&gt;&gt;246109134</a><br>Anno has stated multiple times that none of the Judeochristian imagery in Eva actually means anything, he just thought it looked cool because to Japanese people Judaism and Christianity are just exotic foreign religions.', 'time': 1670636813, 'resto': 246109134}, {'no': 246114373, 'now': '12/09/22(Fri)20:47:07', 'name': 'Anonymous', 'com': '<a href=""#p246113884"" class=""quotelink"">&gt;&gt;246113884</a><br><span class=""quote"">&gt;appears for less than 10 minutes</span><br><span class=""quote"">&gt;instantly turns you homosexual</span><br>welp<br><s>Are the rebuilds worth watching just for more Kaworu?</s>', 'time': 1670636827, 'resto': 246109134}]",1670636827,
11,246114263,12/09/22(Fri)20:43:20,Anonymous,Hunter x Hunter,NOBUNAGA I AM COMING TO KILL YOU IN LOS ANGELES AT YOUR HOUSE,Samuel H. Dogman,.png,1200,675,250,140,1670636600044485,1670636600,acXE88To9BYx0GzPQJEihw==,1213325,0,0,0,hunter-x-hunter,1,2,1,,,"[{'no': 246114299, 'now': '12/09/22(Fri)20:44:37', 'name': 'Anonymous', 'com': '<a href=""#p246114263"" class=""quotelink"">&gt;&gt;246114263</a><br>This thread won&#039;t last for more than 40 minutes', 'time': 1670636677, 'resto': 246114263}, {'no': 246114372, 'now': '12/09/22(Fri)20:47:03', 'name': 'Anonymous', 'com': '<a href=""#p246114263"" class=""quotelink"">&gt;&gt;246114263</a><br>After the recent arc Ive grown fonder of some of the spiders and others seem bland now. Fake spiders are f tier.', 'filename': 'download (4)', 'ext': '.png', 'w': 1140, 'h': 651, 'tn_w': 125, 'tn_h': 71, 'tim': 1670636823878227, 'time': 1670636823, 'md5': '8V0ar1kWlLZj9CqBWL1Myg==', 'fsize': 332582, 'resto': 246114263}]",1670636823,
12,246108423,12/09/22(Fri)17:19:34,Anonymous,Gintama,I miss Gintama so much,1670461595466,.png,1024,768,250,187,1670624374700536,1670624374,Cu2RfE0f+Q96wIhy6nM0yg==,601047,0,0,0,gintama,1,20,4,15.0,1.0,"[{'no': 246114066, 'now': '12/09/22(Fri)20:35:42', 'name': 'Anonymous', 'com': '<a href=""#p246110629"" class=""quotelink"">&gt;&gt;246110629</a><br>No one ever said that', 'time': 1670636142, 'resto': 246108423}, {'no': 246114271, 'now': '12/09/22(Fri)20:43:42', 'name': 'Anonymous', 'com': 'Gintaman is better', 'filename': 'gintaman OP ', 'ext': '.webm', 'w': 640, 'h': 480, 'tn_w': 125, 'tn_h': 93, 'tim': 1670636622690330, 'time': 1670636622, 'md5': '7LwcA5bvIJJiRvLS+ZsWmQ==', 'fsize': 2988026, 'resto': 246108423}, {'no': 246114300, 'now': '12/09/22(Fri)20:44:38', 'name': 'Anonymous', 'com': '<a href=""#p246114271"" class=""quotelink"">&gt;&gt;246114271</a><br>Fuck OFF gintaman shill.<br>How many times do you have to tell you to get your plagiarized crap outta here<br>Go take your gintaman and sket dance outta here', 'filename': 'aru', 'ext': '.jpg', 'w': 640, 'h': 359, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636678105914, 'time': 1670636678, 'md5': 'uPqrHafv+2tjmKEvLgyocQ==', 'fsize': 23593, 'resto': 246108423}, {'no': 246114348, 'now': '12/09/22(Fri)20:46:19', 'name': 'Anonymous', 'com': '<a href=""#p246114300"" class=""quotelink"">&gt;&gt;246114300</a><br>shut up befire i hit you with a DOMESTIC VIOLENCE ,show some respect pleb', 'time': 1670636779, 'resto': 246108423}, {'no': 246114370, 'now': '12/09/22(Fri)20:47:02', 'name': 'Anonymous', 'com': '<a href=""#p246114348"" class=""quotelink"">&gt;&gt;246114348</a><br>anything but domestic violence, pls no<br>excuse me while i escape into these oppai', 'filename': '0', 'ext': '.jpg', 'w': 375, 'h': 500, 'tn_w': 93, 'tn_h': 125, 'tim': 1670636822012522, 'time': 1670636822, 'md5': '2b9q69FGrinyyaow1791Bw==', 'fsize': 38138, 'resto': 246108423}]",1670636822,
13,246079968,12/08/22(Thu)20:50:37,Anonymous,Kunoichi Rindou,spooky Rindou,7fcf1e1303d7d4663c814c07643c1688,.jpg,850,1200,177,250,1670550637720647,1670550637,f88eEwPX1GY8gUwHZDwWiA==,292737,0,0,0,kunoichi-rindou,1,229,81,224.0,80.0,"[{'no': 246114180, 'now': '12/09/22(Fri)20:39:46', 'name': 'Anonymous', 'com': '<a href=""#p246114148"" class=""quotelink"">&gt;&gt;246114148</a><br>Wouldn&#039;t be surprised if she embarasses herself again, it always happens (Can that &quot;defect&quot; be considered as a Mary Sue trait?)', 'time': 1670636386, 'resto': 246079968}, {'no': 246114212, 'now': '12/09/22(Fri)20:41:14', 'name': 'Anonymous', 'com': '<a href=""#p246114032"" class=""quotelink"">&gt;&gt;246114032</a><br>no', 'filename': 'image_2022-12-09_194052458', 'ext': '.png', 'w': 731, 'h': 869, 'tn_w': 105, 'tn_h': 125, 'tim': 1670636474279090, 'time': 1670636474, 'md5': 'F5SZ12CGzR5VhpTVp+8EeQ==', 'fsize': 645121, 'resto': 246079968}, {'no': 246114216, 'now': '12/09/22(Fri)20:41:20', 'name': 'Anonymous', 'com': '<a href=""#p246114109"" class=""quotelink"">&gt;&gt;246114109</a><br><a href=""#p246097778"" class=""quotelink"">&gt;&gt;246097778</a><br><a href=""#p246097818"" class=""quotelink"">&gt;&gt;246097818</a>', 'time': 1670636480, 'resto': 246079968}, {'no': 246114267, 'now': '12/09/22(Fri)20:43:28', 'name': 'Anonymous', 'com': '<a href=""#p246110805"" class=""quotelink"">&gt;&gt;246110805</a><br>Ok that does look good but we still hate nardo.', 'time': 1670636608, 'resto': 246079968}, {'no': 246114369, 'now': '12/09/22(Fri)20:46:59', 'name': 'Anonymous', 'com': '<a href=""#p246114212"" class=""quotelink"">&gt;&gt;246114212</a><br>Why would post something so heartless and cruel?', 'time': 1670636819, 'resto': 246079968}]",1670636819,
