,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_modified,country,bumplimit,imagelimit,country_name,omitted_posts,omitted_images,last_replies,trip
32,174843912,,,12/10/22(Sat)06:28:30,Anonymous,,Does your country have summer cabin or holiday home culture?,d113713200-kesamokki-gz86,.jpg,800,536,250,167,1670671710272849,1670671710,gPQn7t3jinn284DcsuhMBA==,219019,0,,does-your-country-have-summer-cabin-or-holiday,12,3,1670674305,FI,0.0,0.0,Finland,7.0,3.0,"[{'no': 174844869, 'now': '12/10/22(Sat)06:59:40', 'name': 'Anonymous', 'com': '<a href=""#p174843912"" class=""quotelink"">&gt;&gt;174843912</a><br>Do you drink the water from the lakes directly? Or do you get it purificated before?<br><br>Because it probably has piss and other things from all the people that swim there, plus the died fish, and some homosexuals that were thrown there.', 'time': 1670673580, 'resto': 174843912, 'country': 'ES', 'country_name': 'Spain'}, {'no': 174845012, 'now': '12/10/22(Sat)07:04:02', 'name': 'Anonymous', 'com': '<a href=""#p174843965"" class=""quotelink"">&gt;&gt;174843965</a><br>https://www.youtube.com/watch?v=ua1<wbr>FAlHt_Ys&amp;ab_channel=discoveryplusNo<wbr>rge', 'time': 1670673842, 'resto': 174843912, 'country': 'FI', 'country_name': 'Finland'}, {'no': 174845240, 'now': '12/10/22(Sat)07:11:01', 'name': 'Anonymous', 'com': '<a href=""#p174844869"" class=""quotelink"">&gt;&gt;174844869</a><br><span class=""quote"">&gt;Do you drink the water from the lakes directly?</span><br>Nah, either there&#039;s a well somewhere, the building is connected to munincipal infrastructure or you buy water bottles from the grocery store.', 'time': 1670674261, 'resto': 174843912, 'country': 'FI', 'country_name': 'Finland'}, {'no': 174845245, 'now': '12/10/22(Sat)07:11:04', 'name': 'Anonymous', 'com': 'Owing a flat in Spain is way more desirable now', 'time': 1670674264, 'resto': 174843912, 'country': 'SE', 'country_name': 'Sweden'}, {'no': 174845263, 'now': '12/10/22(Sat)07:11:45', 'name': 'Anonymous', 'com': '<a href=""#p174843965"" class=""quotelink"">&gt;&gt;174843965</a><br><span class=""quote"">&gt;t. immigrant born</span><br>literally who doesnt have one and do you know how cheap they come if you envy us so much?<br><a href=""#p174844869"" class=""quotelink"">&gt;&gt;174844869</a><br>perfectly fine to drink most lakewater here, yes its piss, cum and dead elks but its dilluted and water is so cold no bacteria grows anyway. any random lake in nordics probably have better quality water than most of the world get from their taps.', 'time': 1670674305, 'resto': 174843912, 'country': 'NO', 'country_name': 'Norway'}]",
33,174845150,,,12/10/22(Sat)07:08:26,Anonymous,,POV: You’ve disappointed your Norwegian sister.,318138424_922641088705675_5847583033931721377_n,.jpg,1170,2080,140,250,1670674106468942,1670674106,L7Ko5k1+Mw7Y8a8O9wpfDw==,216155,0,,pov-youve-disappointed-your-norwegian-sister,3,1,1670674290,NO,0.0,0.0,Norway,,,"[{'no': 174845183, 'now': '12/10/22(Sat)07:09:35', 'name': 'Anonymous', 'com': 'Her face is a piece of art of modern technology', 'time': 1670674175, 'resto': 174845150, 'country': 'DE', 'country_name': 'Germany'}, {'no': 174845238, 'now': '12/10/22(Sat)07:10:58', 'name': 'Anonymous', 'com': '<a href=""#p174845150"" class=""quotelink"">&gt;&gt;174845150</a><br>Good. Make life a miserable as possible for norwegians', 'time': 1670674258, 'resto': 174845150, 'country': 'NL', 'country_name': 'Netherlands'}, {'no': 174845259, 'now': '12/10/22(Sat)07:11:30', 'name': 'Anonymous', 'com': '<a href=""#p174845183"" class=""quotelink"">&gt;&gt;174845183</a><br>yep', 'filename': 'trying the girl filter at work', 'ext': '.webm', 'w': 406, 'h': 720, 'tn_w': 70, 'tn_h': 125, 'tim': 1670674290499710, 'time': 1670674290, 'md5': 'Ti7MtVOnDmZtwjkbdtZkNQ==', 'fsize': 2496849, 'resto': 174845150, 'country': 'SD', 'country_name': 'Sudan'}]",
34,174844884,,,12/10/22(Sat)07:00:02,Anonymous,CATURDAY!,Post &#039;em,1670643491891305,.jpg,1023,1024,249,250,1670673602276026,1670673602,CgsxdGbDHUqGfQnydOHpRg==,97330,0,,caturday,5,5,1670674288,EE,0.0,0.0,Estonia,,,"[{'no': 174845053, 'now': '12/10/22(Sat)07:05:17', 'name': 'Anonymous', 'com': 'hello', 'filename': 'E33B9FC7-C19A-4F74-92A6-EDF9F92E3FB2', 'ext': '.gif', 'w': 384, 'h': 680, 'tn_w': 70, 'tn_h': 125, 'tim': 1670673917447364, 'time': 1670673917, 'md5': 'gPFWk9SHfBi4vpbq6yr0ug==', 'fsize': 4134726, 'resto': 174844884, 'country': 'KR', 'country_name': 'South Korea'}, {'no': 174845157, 'now': '12/10/22(Sat)07:08:40', 'name': 'Anonymous', 'com': 'Guh', 'filename': '800300EA-5A60-4A1C-B566-BFD6F1083704', 'ext': '.gif', 'w': 269, 'h': 276, 'tn_w': 121, 'tn_h': 125, 'tim': 1670674120086979, 'time': 1670674120, 'md5': 'iLlxniwUrdse4+/Jpu1xnw==', 'fsize': 38797, 'resto': 174844884, 'country': 'DE', 'country_name': 'Germany'}, {'no': 174845167, 'now': '12/10/22(Sat)07:09:00', 'name': 'Anonymous', 'filename': '116604524', 'ext': '.jpg', 'w': 713, 'h': 520, 'tn_w': 125, 'tn_h': 91, 'tim': 1670674140739709, 'time': 1670674140, 'md5': '24gfTghCBR+0ElRToVqzDg==', 'fsize': 79167, 'resto': 174844884, 'country': 'ID', 'country_name': 'Indonesia'}, {'no': 174845184, 'now': '12/10/22(Sat)07:09:35', 'name': 'Anonymous', 'com': '<a href=""#p174844884"" class=""quotelink"">&gt;&gt;174844884</a><br>bing chilling', 'filename': '19619691', 'ext': '.jpg', 'w': 663, 'h': 727, 'tn_w': 113, 'tn_h': 125, 'tim': 1670674175633475, 'time': 1670674175, 'md5': 'ptBB6rR17GmBo8RYALOiwQ==', 'fsize': 68610, 'resto': 174844884, 'country': 'GB', 'country_name': 'United Kingdom'}, {'no': 174845257, 'now': '12/10/22(Sat)07:11:28', 'name': 'Anonymous', 'filename': '1665937086880', 'ext': '.gif', 'w': 303, 'h': 241, 'tn_w': 125, 'tn_h': 99, 'tim': 1670674288485804, 'time': 1670674288, 'md5': 'rgkRQy+6hGF/28MIzmwX/w==', 'fsize': 408552, 'resto': 174844884, 'country': 'BR', 'country_name': 'Brazil'}]",
35,174838848,,,12/10/22(Sat)02:42:02,Anonymous,/sauna/,Talvipäivän painos,rin snug,.jpg,393,427,230,250,1670658122228558,1670658122,0k42R9BU2DynZT0d9g+H9g==,20602,0,,sauna,234,78,1670674414,FI,0.0,0.0,Finland,229.0,74.0,"[{'no': 174845178, 'now': '12/10/22(Sat)07:09:28', 'name': 'Anonymous', 'com': 'vähän säätelin ääniä ja koitin kuunnella, toivottavasti parani', 'filename': '1670665936962052', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670674168760323, 'time': 1670674168, 'md5': 'mBIMo5dZFHZrEGRmcawCRw==', 'fsize': 490505, 'resto': 174838848, 'country': 'FI', 'country_name': 'Finland'}, {'no': 174845200, 'now': '12/10/22(Sat)07:10:03', 'name': 'Anonymous', 'com': 'kuuntelin https://www.youtube.com/watch?v=YsG<wbr>jFh1ke44', 'time': 1670674203, 'resto': 174838848, 'country': 'FI', 'country_name': 'Finland'}, {'no': 174845214, 'now': '12/10/22(Sat)07:10:28', 'name': 'Anonymous', 'com': '<a href=""#p174845019"" class=""quotelink"">&gt;&gt;174845019</a><br>Hakkaisin vain Neilikkaa', 'filename': '1669497072202318', 'ext': '.jpg', 'w': 1000, 'h': 1227, 'tn_w': 101, 'tn_h': 125, 'tim': 1670674228608009, 'time': 1670674228, 'md5': 'x3zzNDxuNljU+yfIdx/B8A==', 'fsize': 335064, 'resto': 174838848, 'country': 'FI', 'country_name': 'Finland'}, {'no': 174845256, 'now': '12/10/22(Sat)07:11:24', 'name': 'Anonymous', 'com': 'olipas vitun hyödyllinen update vitun kusimulkut', 'filename': 'Screenshot 2022-12-10 at 14-10-59 Game Status Information Centre', 'ext': '.png', 'w': 247, 'h': 149, 'tn_w': 125, 'tn_h': 75, 'tim': 1670674284952956, 'time': 1670674284, 'md5': 'OOa6Ub6JegnduLNKWmadmw==', 'fsize': 59491, 'resto': 174838848, 'country': 'FI', 'country_name': 'Finland'}, {'no': 174845339, 'now': '12/10/22(Sat)07:13:34', 'name': 'Anonymous', 'com': '<a href=""#p174845256"" class=""quotelink"">&gt;&gt;174845256</a><br>sori siitä', 'filename': 'yrgggh', 'ext': '.jpg', 'w': 563, 'h': 530, 'tn_w': 125, 'tn_h': 117, 'tim': 1670674414032431, 'time': 1670674414, 'md5': 'wiz8fji+mQD3vEvISbz5QA==', 'fsize': 46114, 'resto': 174838848, 'country': 'FI', 'country_name': 'Finland'}]",
36,174844199,,,12/10/22(Sat)06:38:24,Anonymous,,Does your country host small penis competitions?,a_contestant_in_worlds_smallest_penis_competition-s4k8rn44415a1,.webm,854,394,250,115,1670672304541582,1670672304,stDUgaEIpUNPXnNZhm7EDg==,2866201,0,,does-your-country-host-small-penis-competitions,11,2,1670674278,SD,0.0,0.0,Sudan,6.0,0.0,"[{'no': 174844463, 'now': '12/10/22(Sat)06:46:25', 'name': 'Anonymous', 'com': '<a href=""#p174844199"" class=""quotelink"">&gt;&gt;174844199</a><br><span class=""quote"">&gt;they are all white</span>', 'filename': '670', 'ext': '.jpg', 'w': 499, 'h': 499, 'tn_w': 124, 'tn_h': 124, 'tim': 1670672785613647, 'time': 1670672785, 'md5': 'aVhTRmd5Gfb+BBQ6IOCLCg==', 'fsize': 28399, 'resto': 174844199, 'country': 'ID', 'country_name': 'Indonesia'}, {'no': 174844467, 'now': '12/10/22(Sat)06:46:40', 'name': 'Anonymous', 'com': '<a href=""#p174844199"" class=""quotelink"">&gt;&gt;174844199</a><br>Incomprehensible situation. What is the woman?', 'time': 1670672800, 'resto': 174844199, 'country': 'JP', 'country_name': 'Japan'}, {'no': 174844494, 'now': '12/10/22(Sat)06:47:32', 'name': 'Anonymous', 'com': 'mine is 16.5 cm and it looks small', 'time': 1670672852, 'resto': 174844199, 'country': 'BR', 'country_name': 'Brazil'}, {'no': 174844564, 'now': '12/10/22(Sat)06:49:53', 'name': 'Anonymous', 'com': '<a href=""#p174844494"" class=""quotelink"">&gt;&gt;174844494</a><br>Same and same', 'time': 1670672993, 'resto': 174844199, 'country': 'DE', 'country_name': 'Germany'}, {'no': 174845250, 'now': '12/10/22(Sat)07:11:18', 'name': 'Anonymous', 'filename': '1670674259649', 'ext': '.jpg', 'w': 1080, 'h': 2400, 'tn_w': 56, 'tn_h': 125, 'tim': 1670674278210100, 'time': 1670674278, 'md5': 'cnd2k0Z1w7ztA27xyCK/ng==', 'fsize': 666812, 'resto': 174844199, 'country': 'IN', 'country_name': 'India'}]",
37,174844426,,,12/10/22(Sat)06:45:13,Anonymous,,"Does your cunt have a strong, macho leader?",8SR,.jpg,1278,1278,250,250,1670672713791795,1670672713,47cf8cQouqYJDDLf2vG+fw==,293518,0,,does-your-cunt-have-a-strong-macho-leader,4,1,1670674256,LT,0.0,0.0,Lithuania,,,"[{'no': 174844511, 'now': '12/10/22(Sat)06:48:01', 'name': 'Anonymous', 'com': 'I wonder if they&#039;ll keep making gains next year or the front will just get more entrenched', 'time': 1670672881, 'resto': 174844426, 'country': 'US', 'country_name': 'United States'}, {'no': 174844517, 'now': '12/10/22(Sat)06:48:17', 'name': 'Anonymous', 'com': '<a href=""#p174844426"" class=""quotelink"">&gt;&gt;174844426</a><br>I think Sanna Marin is more badass than our President, who no foreigner even knows', 'filename': 'marin', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670672897110852, 'time': 1670672897, 'md5': 'npYMcqFxiBaLQpCb4PO2lQ==', 'fsize': 47364, 'resto': 174844426, 'country': 'FI', 'country_name': 'Finland'}, {'no': 174844708, 'now': '12/10/22(Sat)06:54:18', 'name': 'Anonymous', 'com': '<a href=""#p174844511"" class=""quotelink"">&gt;&gt;174844511</a><br>Except the unexpected, anon', 'time': 1670673258, 'resto': 174844426, 'country': 'UA', 'country_name': 'Ukraine'}, {'no': 174845236, 'now': '12/10/22(Sat)07:10:56', 'name': 'Anonymous', 'com': '<a href=""#p174844426"" class=""quotelink"">&gt;&gt;174844426</a><br>Its crazy people don&#039;t laugh at him. Has he ever even been in the army.', 'time': 1670674256, 'resto': 174844426, 'country': 'GB', 'country_name': 'United Kingdom'}]",
38,174844952,,,12/10/22(Sat)07:02:17,Anonymous,,Is it sunny in your country?,Screenshot 2022-12-10 at 1.01.14 PM,.png,349,175,250,125,1670673737758126,1670673737,4FKU1zdl7GZ1Ol7ZV8NxlA==,39254,0,,is-it-sunny-in-your-country,1,0,1670674253,FR,0.0,0.0,France,,,"[{'no': 174845233, 'now': '12/10/22(Sat)07:10:53', 'name': 'Anonymous', 'com': 'the sun isn&#039;t visible yet but the sky is clear so it will be', 'time': 1670674253, 'resto': 174844952, 'country': 'US', 'country_name': 'United States'}]",
39,174844849,,,12/10/22(Sat)06:58:53,Anonymous,,do americans really?,1670661235046176[1],.webm,480,848,141,250,1670673533205183,1670673533,dE8wqdVZ9Sz2I6cV2k1fyg==,3089158,0,,do-americans-really,7,0,1670674250,AU,0.0,0.0,Australia,2.0,0.0,"[{'no': 174844920, 'now': '12/10/22(Sat)07:01:14', 'name': 'Anonymous', 'com': '<a href=""#p174844849"" class=""quotelink"">&gt;&gt;174844849</a><br><span class=""quote"">&gt;that licence plate</span><br><span class=""quote"">&gt;american</span>', 'time': 1670673674, 'resto': 174844849, 'country': 'MY', 'country_name': 'Malaysia'}, {'no': 174844956, 'now': '12/10/22(Sat)07:02:26', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;lose to the guy you sliced open, unarmed, and he trips </span><br><br>how bad can you fuck up', 'time': 1670673746, 'resto': 174844849, 'country': 'NL', 'country_name': 'Netherlands'}, {'no': 174845045, 'now': '12/10/22(Sat)07:05:10', 'name': 'Anonymous', 'com': '<a href=""#p174844849"" class=""quotelink"">&gt;&gt;174844849</a><br>Kino', 'time': 1670673910, 'resto': 174844849, 'country': 'RS', 'country_name': 'Serbia'}, {'no': 174845133, 'now': '12/10/22(Sat)07:07:46', 'name': 'Anonymous', 'com': '<a href=""#p174844849"" class=""quotelink"">&gt;&gt;174844849</a><br><span class=""quote"">&gt;surreptitiously looks through my curtains and sees this</span><br><span class=""quote"">&gt;go back to playing space engineers</span>', 'time': 1670674066, 'resto': 174844849, 'country': 'GB', 'country_name': 'United Kingdom'}, {'no': 174845231, 'now': '12/10/22(Sat)07:10:50', 'name': 'Anonymous', 'com': '<a href=""#p174844910"" class=""quotelink"">&gt;&gt;174844910</a><br>Those aren&#039;t council houses, those are *ew Builds', 'time': 1670674250, 'resto': 174844849, 'country': 'GB', 'country_name': 'United Kingdom'}]",
40,174844976,,,12/10/22(Sat)07:03:05,Anonymous,,What do you think damaged you?,psychiatry-cartoons[1],.jpg,1500,1109,250,184,1670673785148226,1670673785,Wt8tBltg74lYIDfRu9904A==,724105,0,,what-do-you-think-damaged-you,4,0,1670674249,BR,0.0,0.0,Brazil,,,"[{'no': 174845018, 'now': '12/10/22(Sat)07:04:09', 'name': 'Anonymous', 'com': 'pub', 'time': 1670673849, 'resto': 174844976, 'country': 'GB', 'country_name': 'United Kingdom'}, {'no': 174845136, 'now': '12/10/22(Sat)07:07:54', 'name': 'Anonymous', 'com': 'Not being born in Brazil growing up with a big bunda nanny that tries to replace the love my parents couldn&#039;t give me because they were busy managing our family plantations and mines', 'time': 1670674074, 'resto': 174844976, 'country': 'DE', 'country_name': 'Germany'}, {'no': 174845146, 'now': '12/10/22(Sat)07:08:18', 'name': 'Anonymous', 'com': '<a href=""#p174844976"" class=""quotelink"">&gt;&gt;174844976</a><br>Emotionally distant/neglective parents, dad is an autist and my mom is covert narc that talks shit about people behind their backs', 'time': 1670674098, 'resto': 174844976, 'country': 'SE', 'country_name': 'Sweden'}, {'no': 174845230, 'now': '12/10/22(Sat)07:10:49', 'name': 'Anonymous', 'com': 'internet', 'time': 1670674249, 'resto': 174844976, 'country': 'US', 'country_name': 'United States'}]",
41,174831852,,,12/09/22(Fri)20:17:16,Anonymous,/mena/ - /مينا/,بصراحت تلقيت رصاصت,1546331278654,.jpg,908,666,249,183,1670635036459735,1670635036,ZW7fiqjdxgRfFiOFkjcoxQ==,55721,0,,mena,199,41,1670674241,IQ,0.0,0.0,Iraq,194.0,40.0,"[{'no': 174844638, 'now': '12/10/22(Sat)06:52:20', 'name': 'Anonymous', 'com': 'turdchud is mad', 'filename': '1658256597640', 'ext': '.jpg', 'w': 400, 'h': 400, 'tn_w': 125, 'tn_h': 125, 'tim': 1670673140128780, 'time': 1670673140, 'md5': 'BwunlGUxT15EptC1iLz3Nw==', 'fsize': 23566, 'resto': 174831852, 'country': 'IQ', 'country_name': 'Iraq'}, {'no': 174844726, 'now': '12/10/22(Sat)06:54:53', 'name': 'Anonymous', 'com': '<a href=""#p174844532"" class=""quotelink"">&gt;&gt;174844532</a><br>اول صورة عساس لمراة بغدادية كيك', 'time': 1670673293, 'resto': 174831852, 'country': 'IQ', 'country_name': 'Iraq'}, {'no': 174844904, 'now': '12/10/22(Sat)07:00:38', 'name': 'Anonymous', 'com': '<a href=""#p174844223"" class=""quotelink"">&gt;&gt;174844223</a><br>محرج', 'time': 1670673638, 'resto': 174831852, 'country': 'SA', 'country_name': 'Saudi Arabia'}, {'no': 174845134, 'now': '12/10/22(Sat)07:07:48', 'name': 'Anonymous', 'com': 'https://youtu.be/8eUuv_Mti0k<br><br>اول مرة اسمع هذي الاغنية صراحة جميلة', 'time': 1670674068, 'resto': 174831852, 'country': 'IQ', 'country_name': 'Iraq'}, {'no': 174845225, 'now': '12/10/22(Sat)07:10:41', 'name': 'عبد الله كبير الحاخامات اللبيب شديد الفطنة', 'com': 'لاحظت ان تأوه و انين النساء العرب عند الجماع يختلف عن بقية الاعراق <br><br>فعوض ان يصرخن<br><br>:<br><br><span class=""quote"">&gt;آ آآ آآآآ آآآآآآ آآآ</span><br><br>يصرخن<br><br>:<br><br><span class=""quote"">&gt;آه آه آه آه</span><br>او<br><span class=""quote"">&gt;آخ آخ آخ آخ </span><br>او<br><span class=""quote"">&gt;اوي اوي اوي اوي .....اي اي اي الدبر يؤلمني</span>', 'time': 1670674241, 'resto': 174831852, 'country': 'TN', 'country_name': 'Tunisia'}]",
42,174845037,,,12/10/22(Sat)07:04:43,Anonymous,,"<span class=""quote"">&gt;Hello, I am American. Allow me to ruin any discussion on your favorite board with my infantile takes on politics and my unhealthy obsession with interracial sex.</span>",1666240518323,.png,987,628,250,159,1670673883236691,1670673883,G4obz6kizOSrpPRCFbqb8A==,65492,0,,hello-i-am-american-allow-me-to-ruin-any,6,3,1670674239,FR,0.0,0.0,France,1.0,0.0,"[{'no': 174845073, 'now': '12/10/22(Sat)07:05:50', 'name': 'Anonymous', 'com': 'I&#039;m a Republican (GOP) and our party literally abolished slavery therefore we&#039;re the good guys', 'filename': 'b0e', 'ext': '.jpg', 'w': 656, 'h': 679, 'tn_w': 120, 'tn_h': 125, 'tim': 1670673950495945, 'time': 1670673950, 'md5': '3X/pF8xxnL8QtIUmxfwSRQ==', 'fsize': 31473, 'resto': 174845037, 'country': 'FR', 'country_name': 'France'}, {'no': 174845107, 'now': '12/10/22(Sat)07:06:53', 'name': 'Anonymous', 'com': '<a href=""#p174845037"" class=""quotelink"">&gt;&gt;174845037</a><br>Surrender monkey.<br>Built for BBC.', 'filename': '1618001183183', 'ext': '.jpg', 'w': 1359, 'h': 1307, 'tn_w': 125, 'tn_h': 120, 'tim': 1670674013182498, 'time': 1670674013, 'md5': 'pKnmsdOkx71QI4eqfq+LBA==', 'fsize': 203432, 'resto': 174845037, 'country': 'US', 'country_name': 'United States'}, {'no': 174845179, 'now': '12/10/22(Sat)07:09:29', 'name': 'Anonymous', 'com': 'politics and sex are stupid', 'time': 1670674169, 'resto': 174845037, 'country': 'US', 'country_name': 'United States'}, {'no': 174845208, 'now': '12/10/22(Sat)07:10:23', 'name': 'Anonymous', 'com': '<a href=""#p174845037"" class=""quotelink"">&gt;&gt;174845037</a><br>Please respect their culture.', 'filename': '64477', 'ext': '.jpg', 'w': 613, 'h': 606, 'tn_w': 125, 'tn_h': 123, 'tim': 1670674223174528, 'time': 1670674223, 'md5': 'lRSFOls5yiedw6LT1jz8lQ==', 'fsize': 81109, 'resto': 174845037, 'country': 'NL', 'country_name': 'Netherlands'}, {'no': 174845222, 'now': '12/10/22(Sat)07:10:39', 'name': 'Anonymous', 'com': '<a href=""#p174845179"" class=""quotelink"">&gt;&gt;174845179</a><br>Because you get neither<br>Haha', 'time': 1670674239, 'resto': 174845037, 'country': 'DE', 'country_name': 'Germany'}]",
43,174826845,,,12/09/22(Fri)17:39:49,Anonymous,/asean/,linux edisi,2022127,.jpg,992,1280,193,250,1670625589280553,1670625589,4w893/KBkoBXOew4391kRw==,115677,0,,asean,217,92,1670674239,ID,0.0,0.0,Indonesia,212.0,90.0,"[{'no': 174844858, 'now': '12/10/22(Sat)06:59:19', 'name': 'Anonymous', 'com': '<a href=""#p174844756"" class=""quotelink"">&gt;&gt;174844756</a><br>I wish there would be more porn from SEA<br>There&#039;s barely any Indonesian porn (I get why though), Filipino and Thai porn is only filmed by exploitative Sexpat Whites, Malay porn is non-existant for similar reasons like Indonesia<br>Taiwan is producing more porn but it&#039;s still amateurish, and Chinese porn is mostly couples filming themselves<br>I like JAV because 1. the women are pretty and 2. it&#039;s very quirky and creative, with studios like ROCKET or Hunter', 'time': 1670673559, 'resto': 174826845, 'country': 'DE', 'country_name': 'Germany'}, {'no': 174844895, 'now': '12/10/22(Sat)07:00:29', 'name': 'Anonymous', 'filename': 'iwIRy8R', 'ext': '.webm', 'w': 500, 'h': 284, 'tn_w': 125, 'tn_h': 71, 'tim': 1670673629929080, 'time': 1670673629, 'md5': 'RhRTA/QW5Yv4Qo43QM0NfQ==', 'fsize': 88322, 'resto': 174826845, 'country': 'ID', 'country_name': 'Indonesia'}, {'no': 174845066, 'now': '12/10/22(Sat)07:05:41', 'name': 'IndoAnon', 'com': '<a href=""#p174843812"" class=""quotelink"">&gt;&gt;174843812</a><br>Thank you for the clarification. I find it very interesting when there&#039;s close to zero reaction from the German government/media about gas dependence, especially when the video of them giggling when trump spoke in EU parliament resurfaced. It&#039;s as if they don&#039;t care about the optics<br><span class=""quote"">&gt;Makes me want to emigrate somewhere</span><br>Unfortunately, more and more governments became unapologetic about their action and doesn&#039;t want to take responsibility. Nevertheless, I never expect German media &quot;coming clean&quot; about the &quot;&quot;&quot;vaccine&quot;&quot;&quot; <a href=""//boards.4chan.org/pol/thread/407663437#p407663437"" class=""quotelink"">&gt;&gt;&gt;/pol/407663437</a> <br><br>As for indonesian, I think people from my parents era aren&#039;t that stubborn. Instead, it&#039;s mostly their parents.', 'time': 1670673941, 'resto': 174826845, 'country': 'ID', 'trip': '!!9pKl7ooJiUL', 'country_name': 'Indonesia'}, {'no': 174845193, 'now': '12/10/22(Sat)07:09:52', 'name': 'Anonymous', 'com': 'https://www.youtube.com/watch?v=7rv<wbr>OQJCkEZM<br>I never knew Australian Malays existed, what the fuck?', 'filename': '1644952518225', 'ext': '.jpg', 'w': 718, 'h': 717, 'tn_w': 125, 'tn_h': 124, 'tim': 1670674192621125, 'time': 1670674192, 'md5': '98FUk+olkslavK5Tq1g6fA==', 'fsize': 175054, 'resto': 174826845, 'country': 'MY', 'country_name': 'Malaysia'}, {'no': 174845223, 'now': '12/10/22(Sat)07:10:39', 'name': 'Anonymous', 'com': '<a href=""#p174844895"" class=""quotelink"">&gt;&gt;174844895</a><br>YWNBAW', 'time': 1670674239, 'resto': 174826845, 'country': 'ID', 'country_name': 'Indonesia'}]",
44,174840685,,,12/10/22(Sat)04:21:52,Anonymous,,What do you call pic related in your language?<br>We call it &quot;Rimokatolička djevica koja se čuva za budućeg muža kojem dozvoljava vaginalnu penetraciju samo u svrhu reprodukcije.&quot;,71VBDk1tKbL,.jpg,1024,1280,200,250,1670664112257281,1670664112,gSFE/fRAqNH7ugUxLSa4lg==,214294,0,,what-do-you-call-pic-related-in-your-language,7,0,1670674226,HR,0.0,0.0,Croatia,2.0,0.0,"[{'no': 174842194, 'now': '12/10/22(Sat)05:25:12', 'name': 'Anonymous', 'com': 'tvoja mama', 'time': 1670667912, 'resto': 174840685, 'country': 'RS', 'country_name': 'Serbia'}, {'no': 174843956, 'now': '12/10/22(Sat)06:30:01', 'name': 'Anonymous', 'com': '<a href=""#p174840685"" class=""quotelink"">&gt;&gt;174840685</a><br>&quot;Puttanone da combattimento pesante mark. IV&quot;', 'time': 1670671801, 'resto': 174840685, 'country': 'IT', 'country_name': 'Italy'}, {'no': 174844370, 'now': '12/10/22(Sat)06:43:40', 'name': 'Anonymous', 'com': '<a href=""#p174842194"" class=""quotelink"">&gt;&gt;174842194</a><br>S P R Ž', 'time': 1670672620, 'resto': 174840685, 'country': 'SI', 'country_name': 'Slovenia'}, {'no': 174844503, 'now': '12/10/22(Sat)06:47:45', 'name': 'Anonymous', 'com': 'Luder, hora', 'time': 1670672865, 'resto': 174840685, 'country': 'SE', 'country_name': 'Sweden'}, {'no': 174845211, 'now': '12/10/22(Sat)07:10:26', 'name': 'Anonymous', 'com': '<a href=""#p174840685"" class=""quotelink"">&gt;&gt;174840685</a><br>&quot;Roomalaiskatolinen neitsyt varattuna tulevalle miehelle vaginaaliseen yhdyntään joka on vain lisääntymistarkoitusta varten&quot;', 'time': 1670674226, 'resto': 174840685, 'country': 'FI', 'country_name': 'Finland'}]",
