,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,trip,filedeleted
0,1,1.0,1.0,12/20/15(Sun)07:21:09,Anonymous,Welcome to /wsr/ - Worksafe Requests,"This board is for:
<ul>
<li>Asking for help in finding an image or the source of an image, or more of a certain kind of image.</li>
<li>Asking for photoshop requests.</li>
<li>Asking for recommendations for a new anime or TV series to watch, or a new manga or comic series to read.</li>
<li>Asking for tech support or help with your homework.</li>
<li>Any other kind of work-safe request.</li>
</ul>
Once you have posted your request, please <a href=""https://boards.4chan.org/wsr/catalog"">check the catalog</a> for requests that you can help others with. <br>
All threads and images should pertain to &quot;work-safe&quot; material. For adult content please use <a href=""https://boards.4chan.org/r/"">/r/ - Requests</a> and for help with personal matters please use <a href=""https://boards.4chan.org/adv/"">/adv/ - Advice</a>.",wsr,.jpg,850.0,638.0,250.0,187.0,1450614069094.0,1450614069,uILud6oFylnlz6QfZpNBQA==,78567.0,0,mod,welcome-to-wsr-worksafe-requests,1,0,"[{'no': 279837, 'now': '03/13/17(Mon)10:41:19', 'name': 'Anonymous', 'com': '<p style=""color:#FF0000;font-size:150%;"">Do not post or request personal information (&quot;dox&quot;) or calls to invasion (&quot;raids&quot;).</p>\n<p><b>Personal army requests of any form are strictly forbidden.</b></p>\n<p style=""font-size:125%;"">WebM files with sound can now be uploaded!</p>', 'time': 1489416079, 'resto': 1, 'capcode': 'mod'}]",1489416085,,,,,,
38,1292434,,,12/09/22(Fri)16:51:45,Anonymous,where’s this picture from,Saucenao gives nothing,F657F82E-860D-4869-9DB0-02F331AB9359,.jpg,891.0,900.0,247.0,250.0,1670622705534367.0,1670622705,ax93RUIKK1U2aNGeXrRElA==,260146.0,0,,wheres-this-picture-from,1,0,"[{'no': 1292435, 'now': '12/09/22(Fri)16:54:46', 'name': 'Anonymous', 'com': '<a href=""#p1292434"" class=""quotelink"">&gt;&gt;1292434</a><br>google lens literally links to the artist&#039;s website', 'time': 1670622886, 'resto': 1292434}]",1670622886,0.0,0.0,,,,
39,1291678,,,12/07/22(Wed)17:30:18,Anonymous,Who could Paste that troll face on the man&#039;s face ?,"Im very bad at pasting and modifying pictures, so i need some help, please. Can anyone paste that troll face (pic on the right) on the face of the man (pic on the left). I&#039;d be greatful if you do, thanks in advance.",Img1,.jpg,1088.0,453.0,250.0,104.0,1670452218577517.0,1670452218,7grUi1dcivhJ4OPqoarVBg==,68477.0,0,,who-could-paste-that-troll-face-on-the-mans-face,10,1,"[{'no': 1292036, 'now': '12/08/22(Thu)15:11:29', 'name': 'Anonymous', 'com': '<a href=""#p1291840"" class=""quotelink"">&gt;&gt;1291840</a><br><a href=""#p1291840"" class=""quotelink"">&gt;&gt;1291840</a><br>i know exactly what you meant<br>point is that his head doesn&#039;t face the same angle and it will look bad', 'time': 1670530289, 'resto': 1291678}, {'no': 1292042, 'now': '12/08/22(Thu)15:21:25', 'name': 'Anonymous', 'com': '<a href=""#p1292036"" class=""quotelink"">&gt;&gt;1292036</a><br><br>Okay, i understood the problem. Then would it be possible first to completely erase and wipe off the real head on the left, and then replace it with the head on the right ?', 'time': 1670530885, 'resto': 1291678}, {'no': 1292160, 'now': '12/08/22(Thu)22:33:46', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670556826, 'resto': 1291678}, {'no': 1292204, 'now': '12/09/22(Fri)02:00:01', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670569201, 'resto': 1291678}, {'no': 1292433, 'now': '12/09/22(Fri)16:46:00', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670622360, 'resto': 1291678}]",1670622360,0.0,0.0,5.0,1.0,,
40,1292085,,,12/08/22(Thu)17:37:32,Anonymous,,"There used to be a meme on how we used to design objects (homes, guns, cars, lamps etc…) in the past vs now.<br>The point kind of was that “they don’t make them like that anymore”. Does anybody have any of those memes? If so dump them.",90A5459F-F4A6-4A71-B17D-E40D19ACEC51,.jpg,768.0,576.0,250.0,187.0,1670539052956440.0,1670539052,Lmtlqcl9oJPvt5R1Yl3Ttg==,133094.0,0,,there-used-to-be-a-meme-on-how-we-used-to-design,2,0,"[{'no': 1292087, 'now': '12/08/22(Thu)17:39:55', 'name': 'Anonymous', 'com': 'The before objects on the memes usually had that vintage aesthetic with ornamentation. And the after objects were soulless minimalist ones.', 'time': 1670539195, 'resto': 1292085}, {'no': 1292432, 'now': '12/09/22(Fri)16:25:24', 'name': 'Anonymous', 'com': 'Bump. Come on. No one?', 'time': 1670621124, 'resto': 1292085}]",1670621124,0.0,0.0,,,,
41,1292317,,,12/09/22(Fri)11:07:16,Anonymous,,Who is this semen demon?,Screenshot 2022-12-09 095842,.png,505.0,286.0,250.0,141.0,1670602036034524.0,1670602036,zW9E/1KpV8ufcCEZhebJVA==,209121.0,0,,who-is-this-semen-demon,4,1,"[{'no': 1292318, 'now': '12/09/22(Fri)11:09:19', 'name': 'Anonymous', 'com': '2nd pic', 'filename': 'Screenshot 2022-12-09 100036', 'ext': '.png', 'w': 502, 'h': 282, 'tn_w': 125, 'tn_h': 70, 'tim': 1670602159837651, 'time': 1670602159, 'md5': 'O3q+iQSPeuGzouJBZQYtcw==', 'fsize': 215192, 'resto': 1292317}, {'no': 1292321, 'now': '12/09/22(Fri)11:25:15', 'name': 'Anonymous', 'com': 'just read korean bro', 'time': 1670603115, 'resto': 1292317}, {'no': 1292412, 'now': '12/09/22(Fri)15:21:59', 'name': 'Anonymous', 'com': '<a href=""#p1292317"" class=""quotelink"">&gt;&gt;1292317</a><br>First Lady of South Korea, Kim Gun Hee<br>https://ko.wikipedia.org/wiki/%EA%B<wbr>9%80%EA%B1%B4%ED%9D%AC', 'time': 1670617319, 'resto': 1292317}, {'no': 1292431, 'now': '12/09/22(Fri)16:25:24', 'name': 'Anonymous', 'com': '<a href=""#p1292412"" class=""quotelink"">&gt;&gt;1292412</a><br>thank you', 'time': 1670621124, 'resto': 1292317}]",1670621124,0.0,0.0,,,,
42,1292430,,,12/09/22(Fri)16:23:16,Anonymous,,Looking for the part 2 and part 3 english dub torrents for Stone Ocean.<br>Can&#039;t find them anywhere. Only found subs.,p21174304_b_v13_aa,.jpg,2160.0,2880.0,187.0,250.0,1670620996373703.0,1670620996,+KErlc5GddhZf8FRSEjj+Q==,712793.0,0,,looking-for-the-part-2-and-part-3-english-dub,0,0,,1670620996,0.0,0.0,,,,
43,1292359,,,12/09/22(Fri)12:47:42,Anonymous,,"hey anon !<br><br>I want to change my graphics card on my pc to put a new one,<br>do I need to change my motherboard or my cpu to upgrade my pc ?<br><br>My motherboard:<br><span class=""quote"">&gt;pci express 3.0;</span><br><span class=""quote"">&gt;model : a320m pro-e;</span><br><span class=""quote"">&gt;chipset : amd, k15 imc </span><br><br>My cpu :<br><span class=""quote"">&gt;AMD A8, </span><br><span class=""quote"">&gt;socket am4</span>",index,.jpg,300.0,168.0,250.0,140.0,1670608062885045.0,1670608062,yfyPh6hrcEVP/68nTN3t7w==,8460.0,0,,hey-anon,16,1,"[{'no': 1292404, 'now': '12/09/22(Fri)14:57:18', 'name': 'Anonymous', 'com': '<a href=""#p1292396"" class=""quotelink"">&gt;&gt;1292396</a><br><span class=""quote"">&gt;4%</span><br>That&#039;s not even what the graphic you cherry-picked from google says.<br>But anyways, that chart&#039;s talking about running a x16/3.0 GPU on fewer/slower lanes, whereas I&#039;m talking about running the new wave of x8-only/4.0 budget GPUs on x8/3.0, which they&#039;re not designed to do and will run like dogshit.<br><br><span class=""quote"">&gt;Higher resolution textures and other data mean the GPU has to access information over the PCIe interface more often, and with an x8 PCI 3.0 interface that appears to be a problem in quite a few games. The 12900K is 20% faster [than 9900K] at 1080p ultra overall, with Forza Horizon 5 showing a 40% improvement and Red Dead Redemption 2 running 71% faster.</span><br>https://www.tomshardware.com/review<wbr>s/intel-arc-a380-review/4<br><br>Budget GPUs with tiny dies and fewer PHYs are coming, and Arc A3 is the bellwether. x8/3.0 is simply not fast enough for a budget GPU, though somewhat perversely it&#039;s probably fine for a mid/high GPU with a load of RAM. You&#039;re probably going to see a low-end 8x00 with 4.0/x8 and a small amount of VRAM stacked on top of the die, this would be super cheap to manufacture, and there&#039;d be significant savings on the die footprint (and therefore the yield) and also the board cost by not having to fit another 16 PHYs and 32 pins on the die.', 'time': 1670615838, 'resto': 1292359}, {'no': 1292408, 'now': '12/09/22(Fri)15:14:41', 'name': 'Anonymous', 'com': 'ok I understand, but I still have to stay on a small budget hoping that changing the motherboard will be a good investment in passing.<br><br>Besides, what do you think of this config? :<br><br><span class=""quote"">&gt;AMD R5 4600G</span><br><span class=""quote"">&gt;Gigabyte B550M DS3H</span><br><span class=""quote"">&gt;4 GB GDDR6 - HDMI/DisplayPort - PCI Express (AMD Radeon RX 6400)</span>', 'time': 1670616881, 'resto': 1292359}, {'no': 1292426, 'now': '12/09/22(Fri)15:57:25', 'name': 'Anonymous', 'com': '<a href=""#p1292408"" class=""quotelink"">&gt;&gt;1292408</a><br>I would keep the old motherboard and get a 6600 GPU. B550 does bring some advantages, mainly NVMe, but you will see more advantage from a GPU that&#039;s twice as fast.<br><br>If you&#039;re not familiar with pcpartpicker, click this link, then (if you&#039;re not in the USA) click the person icon, and select the country you&#039;re in. It&#039;ll find you good deals on whatever&#039;s available where you are. That link specifically will find you &quot;a 6600&quot; and &quot;the cheapest modern AMD 6-core processor that&#039;s not low-power and is compatible with your board&quot;.<br><br>You should be able to fit the graphics card and CPU without removing anything else; make sure your PSU has a graphics card (sometimes labelled &quot;PCIe&quot;) power connector.', 'time': 1670619445, 'resto': 1292359}, {'no': 1292427, 'now': '12/09/22(Fri)15:58:26', 'name': 'Anonymous', 'com': '<a href=""#p1292408"" class=""quotelink"">&gt;&gt;1292408</a><br>this link<br>https://pcpartpicker.com/list/9NgDy<wbr>K', 'time': 1670619506, 'resto': 1292359}, {'no': 1292428, 'now': '12/09/22(Fri)16:13:41', 'name': 'Anonymous', 'com': '<a href=""#p1292426"" class=""quotelink"">&gt;&gt;1292426</a><br>yeah thanks m8 !', 'time': 1670620421, 'resto': 1292359}]",1670620421,0.0,0.0,11.0,1.0,,
44,1292058,,,12/08/22(Thu)16:35:05,Anonymous,Can someone,Photoshop the cat head on the guy and the guys face on the cat plz?,45E33F40-6448-433F-A25A-76F057879194,.jpg,1024.0,682.0,250.0,166.0,1670535305324509.0,1670535305,NipZztBttYjiBcqqPwcxMw==,158081.0,0,,can-someone,3,2,"[{'no': 1292059, 'now': '12/08/22(Thu)16:37:05', 'name': 'Anonymous', 'com': 'Other pics', 'filename': '037441DB-C0BA-4375-821B-F021E5E71A10', 'ext': '.jpg', 'w': 828, 'h': 964, 'tn_w': 107, 'tn_h': 125, 'tim': 1670535425001024, 'time': 1670535425, 'md5': 'ZDXme3BOdD1js6AamZb2rQ==', 'fsize': 225228, 'resto': 1292058}, {'no': 1292061, 'now': '12/08/22(Thu)16:38:54', 'name': 'Anonymous', 'filename': '7EED9FE4-1759-4EB1-92EF-E8919414CAD4', 'ext': '.jpg', 'w': 441, 'h': 389, 'tn_w': 125, 'tn_h': 110, 'tim': 1670535534491825, 'time': 1670535534, 'md5': '1bldbSjh199l1OerIPYahA==', 'fsize': 223683, 'resto': 1292058}, {'no': 1292425, 'now': '12/09/22(Fri)15:51:15', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670619075, 'resto': 1292058}]",1670619075,0.0,0.0,,,,
45,1292120,,,12/08/22(Thu)19:08:17,Anonymous,,"I have all the recommended specs to run Elden Ring on my PC but it says I need 8192MB of video RAM, and my GPU only has 1GB. Is this BS or will it affect me being able to play it? I have enough RAM",elden-ring-melina,.jpg,1600.0,900.0,250.0,140.0,1670544497268176.0,1670544497,Lkx2TlXmJLRj8QYPq3bQnw==,175038.0,0,,i-have-all-the-recommended-specs-to-run-elden,15,2,"[{'no': 1292252, 'now': '12/09/22(Fri)07:01:50', 'name': 'OP', 'com': '<a href=""#p1292197"" class=""quotelink"">&gt;&gt;1292197</a><br>That&#039;s a better response, all you said was &quot;are you drunk&quot;. Thanks for the info though, I&#039;ve only recently started PC gaming after tasting how good 60fps+ is. <br>See picrel to see what I&#039;m on about btw, idk if I&#039;m being a retard or what', 'filename': 'IMG-20221209-WA0001', 'ext': '.jpg', 'w': 1080, 'h': 1920, 'tn_w': 70, 'tn_h': 125, 'tim': 1670587310121760, 'time': 1670587310, 'md5': '+Crju0Wa1wsRHzFVwI4YRQ==', 'fsize': 370274, 'resto': 1292120}, {'no': 1292254, 'now': '12/09/22(Fri)07:08:34', 'name': 'Anonymous', 'com': '<a href=""#p1292252"" class=""quotelink"">&gt;&gt;1292252</a><br>Fyi<br>Print screen key then paste into paint.<br>Or Win+shift+s and select what you want and paste into paint.<br>Or keep taking photos of your monitor.', 'time': 1670587714, 'resto': 1292120}, {'no': 1292269, 'now': '12/09/22(Fri)09:01:54', 'name': 'Anonymous', 'com': '<a href=""#p1292254"" class=""quotelink"">&gt;&gt;1292254</a><br>Phoneposting, it was quicker to do it this way, I&#039;m not that much of a boomer', 'time': 1670594514, 'resto': 1292120}, {'no': 1292417, 'now': '12/09/22(Fri)15:32:30', 'name': 'Anonymous', 'com': '<a href=""#p1292125"" class=""quotelink"">&gt;&gt;1292125</a><br><a href=""#p1292252"" class=""quotelink"">&gt;&gt;1292252</a><br>The tool you&#039;re using there is showing your integrated graphics rather than your rtx. The game will run fine using the rtx', 'time': 1670617950, 'resto': 1292120}, {'no': 1292421, 'now': '12/09/22(Fri)15:43:58', 'name': 'Anonymous', 'com': '<a href=""#p1292136"" class=""quotelink"">&gt;&gt;1292136</a><br><a href=""#p1292252"" class=""quotelink"">&gt;&gt;1292252</a><br><span class=""quote"">&gt;Can I Run It? is saying I have enough RAM but not enough &quot;video RAM&quot;</span><br>- has Optimus laptop<br>- needs to right-click things and run them in game mode<br>- doesn&#039;t right-click the &quot;can I run the game&quot; program and run it in game mode<br>pic related', 'filename': 'F8D681CE-F61F-451E-8E0C-9F02B5A1F29C', 'ext': '.jpg', 'w': 576, 'h': 397, 'tn_w': 125, 'tn_h': 86, 'tim': 1670618638486202, 'time': 1670618638, 'md5': 'l+D5vIDsRQtXF1pwbsBZKg==', 'fsize': 57195, 'resto': 1292120}]",1670618638,0.0,0.0,10.0,0.0,,
46,1291745,,,12/07/22(Wed)21:47:15,Anonymous,,Could someone with artistic skill edit the hair in this image to make it more African looking? I don&#039;t just mean coloring the hair black I mean changing the hair style as well.,choccy-milkers,.png,948.0,972.0,243.0,250.0,1670467635290298.0,1670467635,ECp3uZl64cBuxDOQ88sTFw==,759796.0,0,,could-someone-with-artistic-skill-edit-the-hair,13,6,"[{'no': 1292356, 'now': '12/09/22(Fri)12:38:54', 'name': 'Anonymous', 'com': '<a href=""#p1291745"" class=""quotelink"">&gt;&gt;1291745</a><br>here ya go', 'filename': 'WSR_tradfem_transracial', 'ext': '.png', 'w': 948, 'h': 1128, 'tn_w': 105, 'tn_h': 124, 'tim': 1670607534042362, 'time': 1670607534, 'md5': 'viHqgE0PB1LHR8YLeoTpKw==', 'fsize': 638645, 'resto': 1291745}, {'no': 1292397, 'now': '12/09/22(Fri)14:39:22', 'name': 'Anonymous', 'com': '<a href=""#p1291745"" class=""quotelink"">&gt;&gt;1291745</a><br>holy shit black people are utterly disgusting', 'time': 1670614762, 'resto': 1291745}, {'no': 1292405, 'now': '12/09/22(Fri)14:57:32', 'name': 'Anonymous', 'com': '<a href=""#p1292397"" class=""quotelink"">&gt;&gt;1292397</a><br>Lol, I&#039;m glad you came in to a thread just to let us know black people have free rent in your head', 'time': 1670615852, 'resto': 1291745}, {'no': 1292413, 'now': '12/09/22(Fri)15:22:34', 'name': 'Anonymous', 'com': '<a href=""#p1292405"" class=""quotelink"">&gt;&gt;1292405</a><br><span class=""quote"">&gt;free rent</span><br>it might come as a surprise to a nigger like yourself but I can dislike things without often thinking about them. I just get the yuckies for a moment', 'filename': '1670617336703', 'ext': '.gif', 'w': 360, 'h': 278, 'tn_w': 125, 'tn_h': 96, 'tim': 1670617354326518, 'time': 1670617354, 'md5': '1kLCdXOIdLD+noX08R/rTg==', 'fsize': 3561518, 'resto': 1291745}, {'no': 1292420, 'now': '12/09/22(Fri)15:43:03', 'name': 'Anonymous', 'com': '<a href=""#p1292245"" class=""quotelink"">&gt;&gt;1292245</a><br><a href=""#p1292356"" class=""quotelink"">&gt;&gt;1292356</a><br>Thank you based anons! Haters can cope and seethe.', 'time': 1670618583, 'resto': 1291745}]",1670618583,0.0,0.0,8.0,4.0,,
47,1292144,,,12/08/22(Thu)20:57:27,Anonymous,Baseball Manga/Anime/Comics/Cartoons,"Requesting any good Western or Eastern media on baseball. I know both America and Japan love this past time, and I&#039;d love to see how it&#039;s represented in their media, particularly anime and comics.",jojo baseball,.png,1023.0,483.0,250.0,118.0,1670551047806456.0,1670551047,KdAUVHE4XM0r29h/FFwLfw==,851560.0,0,,baseball-mangaanimecomicscartoons,3,1,"[{'no': 1292217, 'now': '12/09/22(Fri)03:30:45', 'name': 'Anonymous', 'com': '<a href=""#p1292144"" class=""quotelink"">&gt;&gt;1292144</a><br>Last Inning perhaps.', 'filename': 'last inning', 'ext': '.jpg', 'w': 356, 'h': 500, 'tn_w': 89, 'tn_h': 125, 'tim': 1670574645109237, 'time': 1670574645, 'md5': '3oW0+e6IjwH3NsmFqWz3zQ==', 'fsize': 50088, 'resto': 1292144}, {'no': 1292353, 'now': '12/09/22(Fri)12:33:23', 'name': 'Anonymous', 'com': '<a href=""#p1292144"" class=""quotelink"">&gt;&gt;1292144</a><br>Samurai Champloo episode &quot;Baseball Blues&quot;.', 'time': 1670607203, 'resto': 1292144}, {'no': 1292415, 'now': '12/09/22(Fri)15:24:51', 'name': 'Anonymous', 'com': '<a href=""#p1292144"" class=""quotelink"">&gt;&gt;1292144</a><br>One Outs is the best baseball series.', 'time': 1670617491, 'resto': 1292144}]",1670617491,0.0,0.0,,,,
48,1292195,,,12/09/22(Fri)01:12:50,Anonymous,,"Please help me to find a chinese song where the main chorus is 对不起 (Duìbùqǐ) I&#039;ve tried googling with this + song but none of the results is the song. <br>I don&#039;t even remember the tune of it, I just remember liking it and it popping up in a generated playlist on youtube. I don&#039;t speak chinese so that&#039;s all the lyrics I remember. <br>If i had to *guess* it sounded like a guy saying sorry over and over again. Most of the lyrics were &quot;Duìbùqǐ &lt;insert a sentence or two here&gt;&quot; then repeats. I think it also had something that sounded like &quot;kàn kàn nǐ&quot; but not 100% sure on that.<br><br>I&#039;ve tried googling different combinations of these and listened to so many songs but none of them are.",1666935138640,.jpg,900.0,656.0,250.0,182.0,1670566370530914.0,1670566370,C4IzLx7bx85GvkmqE9weYQ==,87776.0,0,,please-help-me-to-find-a-chinese-song-where-the,3,0,"[{'no': 1292391, 'now': '12/09/22(Fri)14:10:21', 'name': 'Anonymous', 'com': '<a href=""#p1292195"" class=""quotelink"">&gt;&gt;1292195</a><br>There&#039;s a very very slim chance I&#039;d find someone who knows it here, but no clue where to search. If anyone has ideas on how to find it I&#039;d appreciate that too', 'time': 1670613021, 'resto': 1292195}, {'no': 1292400, 'now': '12/09/22(Fri)14:40:52', 'name': 'Anonymous', 'com': '<a href=""#p1292195"" class=""quotelink"">&gt;&gt;1292195</a><br>ask google assistant &quot;what song is this&quot;. then sing it. it works about 1/3 of the time', 'time': 1670614852, 'resto': 1292195}, {'no': 1292409, 'now': '12/09/22(Fri)15:15:29', 'name': 'Anonymous', 'com': '<a href=""#p1292400"" class=""quotelink"">&gt;&gt;1292400</a><br>I don&#039;t speak chinese, only remember that one word and sorta mood of the song, and I don&#039;t even really remember the tune, i&#039;d just recognize it if I hear it.', 'time': 1670616929, 'resto': 1292195}]",1670616929,0.0,0.0,,,,
49,1292401,,,12/09/22(Fri)14:41:54,Anonymous,,recommend me a loser protagonist romcom except the loser protagonist is actually sigma<br>or recommend me a romcom where the guy and girl are very comfortable with eachother but deny being in a relationship<br>or just recommend me a romcom of any kind i dont mind,6b12cfb6ad1601fd16dd4883470881b32bff2bb6,.jpg,629.0,446.0,250.0,177.0,1670614914539298.0,1670614914,HRXRW9Iy9RVoiC/v2/Ki/g==,83631.0,0,,recommend-me-a-loser-protagonist-romcom-except,1,1,"[{'no': 1292406, 'now': '12/09/22(Fri)15:03:05', 'name': 'Anonymous', 'com': '<a href=""#p1292401"" class=""quotelink"">&gt;&gt;1292401</a><br><span class=""quote"">&gt;except the loser is actually sigma</span><br>Arifureta<br><span class=""quote"">&gt;where the guy and girl are very comfortable with eachother but deny being in a relationship</span><br>Kaguya-sama', 'filename': '', 'ext': '.png', 'w': 230, 'h': 345, 'tn_w': 83, 'tn_h': 125, 'tim': 1670616185664187, 'time': 1670616185, 'md5': 'EqsWCOpxgd39uA36u3ktJA==', 'fsize': 136558, 'resto': 1292401}]",1670616185,0.0,0.0,,,,
50,1291429,,,12/06/22(Tue)23:20:15,Anonymous,,"Can a crafty anon make a mashup/merge of these two photos? Ya know, combine the two faces of this cat and black gentleman for a funny effect.",1548321035829,.jpg,540.0,540.0,250.0,250.0,1670386815084797.0,1670386815,TX6FQT+71jNY/I6EhuQbbg==,56571.0,0,,can-a-crafty-anon-make-a-mashupmerge-of-these-two,9,3,"[{'no': 1291779, 'now': '12/07/22(Wed)22:38:11', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670470691, 'resto': 1291429}, {'no': 1292130, 'now': '12/08/22(Thu)19:58:09', 'name': 'Anonymous', 'com': 'bumpy', 'time': 1670547489, 'resto': 1291429}, {'no': 1292131, 'now': '12/08/22(Thu)20:11:01', 'name': 'Anonymous', 'com': 'I do have the skills, but this is insensitive and racist. May I suggest you grow up and give a more socially and culturally sensitive request? I will help you with that.', 'time': 1670548261, 'resto': 1291429}, {'no': 1292167, 'now': '12/08/22(Thu)22:50:06', 'name': 'Anonymous', 'com': '<a href=""#p1292131"" class=""quotelink"">&gt;&gt;1292131</a><br><br>How is it racist?', 'time': 1670557806, 'resto': 1291429}, {'no': 1292403, 'now': '12/09/22(Fri)14:55:32', 'name': 'Anonymous', 'com': '<a href=""#p1292131"" class=""quotelink"">&gt;&gt;1292131</a><br>if you don&#039;t want to help then fuck off and go back to r*ddit. nobody wants to see you virtue signaling here', 'time': 1670615732, 'resto': 1291429}]",1670615732,0.0,0.0,4.0,3.0,,
51,1292402,,,12/09/22(Fri)14:42:27,Anonymous,,Could someone post the webm of those two backpacking white tourist girls surrounded by a mob of indian dudes with rape eyes? Having a hard time finding it on google.,32ADEA1C-50E6-49FE-A8B5-341472CA07A1,.jpg,450.0,338.0,250.0,187.0,1670614947914937.0,1670614947,nGSGcSXFfoZfz5m9qF7onQ==,36617.0,0,,could-someone-post-the-webm-of-those-two,0,0,,1670614947,0.0,0.0,,,,
52,1292399,,,12/09/22(Fri)14:40:31,Anonymous,cheeto rat,im looking for an edited version of this rat where it is giving the middle finger. it was very funny but my imagefu is not working,Ek5zl0sXEAAb0N0,.png,601.0,537.0,250.0,223.0,1670614831680420.0,1670614831,Bm8sB0vDIc7gkurbO5YNkg==,262282.0,0,,cheeto-rat,0,0,,1670614831,0.0,0.0,,,,
53,1292288,,,12/09/22(Fri)09:57:34,Anonymous,Looking for link to 4chan&#039;s anime recommendation &quot;mega&quot;,I&#039;ve seen it posted here a few times and thought I&#039;d favourited it but I can&#039;t find it anymore.<br>It&#039;s basically a megaupload which has a huge compilation of all of various anon&#039;s anime recommendation charts.,Sabina Altynbekova,.jpg,1920.0,1280.0,250.0,166.0,1670597854099404.0,1670597854,HAwn1Qq8VVcwTazYVyFITA==,161164.0,0,,looking-for-link-to-4chans-anime-recommendation,1,0,"[{'no': 1292398, 'now': '12/09/22(Fri)14:40:20', 'name': 'Anonymous', 'com': '<a href=""#p1292288"" class=""quotelink"">&gt;&gt;1292288</a><br>https://archive.alice.al/wsr/thread<wbr>/1196849/#1196921<br>https://archive.alice.al/wsr/thread<wbr>/1187415/#1187952', 'time': 1670614820, 'resto': 1292288}]",1670614820,0.0,0.0,,,,
54,1292034,,,12/08/22(Thu)15:09:39,Anonymous,,I&#039;d like to know what site this is (assigns level to difficulty of japanese novels)<br>i thought it was tadoku but that only has up to lvl 5,file,.png,891.0,738.0,250.0,207.0,1670530179037210.0,1670530179,q0d5jcappthydH5TJHt+pg==,300520.0,0,,id-like-to-know-what-site-this-is-assigns-level,2,0,"[{'no': 1292395, 'now': '12/09/22(Fri)14:28:16', 'name': 'Anonymous', 'com': 'bumo', 'time': 1670614096, 'resto': 1292034}, {'no': 1292429, 'now': '12/09/22(Fri)16:18:14', 'name': 'Anonymous', 'com': 'found it, in another thread/board<br>https://learnnatively.com', 'time': 1670620694, 'resto': 1292034}]",1670620694,0.0,0.0,,,,
55,1292393,,,12/09/22(Fri)14:23:40,Anonymous,Hammer conspiracy,Looking for a pdf or something of this book. Can&#039;t find anything for a reasonable price. 8 dollar book is not worth 150 dollars,41SNyjDwOtL._AC_SY780_,.jpg,376.0,499.0,188.0,249.0,1670613820337811.0,1670613820,UqfChIaWCLWfqMSYkJHnnA==,20853.0,0,,hammer-conspiracy,0,0,,1670613820,0.0,0.0,,,,
56,1292283,,,12/09/22(Fri)09:51:29,Anonymous,,Are there any natural remedies to get rid of kidney stone? I can&#039;t afford to nor do I trust dr. shekelberg to do anything right.,0b2fcaa7c4f8e4d56237c121a3e07fecd34f41b4,.png,650.0,1171.0,138.0,249.0,1670597489469336.0,1670597489,wE1HRP7xYOyenH14/b865A==,650555.0,0,,are-there-any-natural-remedies-to-get-rid-of,5,0,"[{'no': 1292310, 'now': '12/09/22(Fri)10:51:48', 'name': 'Anonymous', 'com': '<a href=""#p1292283"" class=""quotelink"">&gt;&gt;1292283</a><br>Aren&#039;t you supposed to just chug water and bear it as you pass it? I&#039;m sure it depends on the size, and if it gets stuck or not', 'time': 1670601108, 'resto': 1292283}, {'no': 1292312, 'now': '12/09/22(Fri)10:55:15', 'name': 'Anonymous', 'com': '<a href=""#p1292310"" class=""quotelink"">&gt;&gt;1292310</a><br>there are supposedly ways to break it down before even having to pass it, which is what I&#039;m looking for', 'time': 1670601315, 'resto': 1292283}, {'no': 1292379, 'now': '12/09/22(Fri)13:37:26', 'name': 'Anonymous', 'com': 'What is it with retards and their desperate need to take advice from random strangers for potentially life altering decisions', 'time': 1670611046, 'resto': 1292283}, {'no': 1292387, 'now': '12/09/22(Fri)13:58:45', 'name': 'Anonymous', 'com': '<a href=""#p1292283"" class=""quotelink"">&gt;&gt;1292283</a><br>Drink loads of water and go on a rollercoaster.<br><br>https://www.bbc.co.uk/news/science-<wbr>environment-45513012', 'time': 1670612325, 'resto': 1292283}, {'no': 1292389, 'now': '12/09/22(Fri)14:00:32', 'name': 'Anonymous', 'com': '<a href=""#p1292379"" class=""quotelink"">&gt;&gt;1292379</a><br>this<br><a href=""#p1292283"" class=""quotelink"">&gt;&gt;1292283</a><br>free clinic bro', 'time': 1670612432, 'resto': 1292283}]",1670612432,0.0,0.0,,,,
